year,state_abbr,state_name,total crimes,total crimes_per_population,population,violent_crime,violent_crime_per_pipulation,homicide,homicity_per_populaiton,rape_revised,rape_revised_per_population,robbery,robbery_per_population,aggravated_assault,,property_crime,property_crime_per_population,burglary,burglary_per_population,larceny,larceny_per_population,motor_vehicle_theft,motor_vehicle_theft_per_population,https://cde.ucr.cjis.gov/LATEST/webapp/#
2016,NH,New Hampshire,46425,0.03477489017,1335015,2668,0.001998479418,19,0.00001423204983,609,0.0004561746497,431,0.0003228428145,1609,0.001205229904,20323,0.01522304993,2989,0.002238926154,16454,0.01232495515,880,0.0006591686236,
2017,NH,New Hampshire,42384,0.03140097513,1349767,2642,0.001957374865,13,0.000009631291919,619,0.0004585976691,441,0.0003267230566,1569,0.001162422848,18550,0.0137431127,2554,0.001892178428,15087,0.01117748471,909,0.0006734495657,
2018,NH,New Hampshire,39210,0.02897008789,1353465,2404,0.001776181874,21,0.00001551573184,578,0.0004270520479,342,0.0002526847757,1463,0.001080929318,17201,0.01270886207,1908,0.001409715065,14396,0.0106364036,897,0.000662743403,
2019,NH,New Hampshire,37408,0.02749005536,1360783,2152,0.001581442449,33,0.00002425074387,606,0.000445331842,327,0.0002403028257,1186,0.0008715570374,16552,0.01216358523,1783,0.00131027504,13826,0.01016032681,943,0.000692983378,
2020,NH,New Hampshire,34028,0.02490567419,1366275,2000,0.001463834148,12,0.000008783004886,542,0.000396699054,280,0.0002049367807,1166,0.000853415308,15014,0.01098900295,1412,0.001033466908,12558,0.009191414613,1044,0.000764121425,
2021,NH,New Hampshire,32392,0.02334550146,1387505,1800,0.001297292622,13,0.000009369335606,700,0.0005045026865,192,0.0001383778797,895,0.0006450427206,14396,0.01037545811,1023,0.0007372946404,12382,0.008923931806,991,0.0007142316604,
2022,NH,New Hampshire,"32,408",0.02322769491,"1,395,231","1,794",0.001285808587,27,0.00001935163425,580,0.0004157017727,225,0.0001612636187,962,0.0006894915609,"14,410",0.01032803887,"1,054",0.0007554304628,"12,410",0.008894584481,946,0.0006780239258,
2023,NH,New Hampshire,"27,932",0.01992219986,"1,402,054","1,503",0.001071998653,26,0.00001854422155,499,0.0003559064059,225,0.0001604788403,753,0.0005370691856,"12,463",0.008889101276,779,0.0005556134072,"10,848",0.007737219822,836,0.0005962680467,
2013,NJ,New Jersey,387625,0.04349715682,8911502,25748,0.002889299694,404,0.00004533466973,1189,0.000133423075,12084,0.001356000369,12071,0.00135454158,167634,0.01881097036,35883,0.004026593946,118005,0.0132418755,13746,0.001542500916,
2014,NJ,New Jersey,357481,0.03999186025,8938844,23319,0.002608726587,352,0.00003937869371,1280,0.0001431952499,10499,0.001174536663,11188,0.001251615981,154945,0.01733389687,31707,0.003547102959,111534,0.01247745234,11704,0.001309341566,
2015,NJ,New Jersey,338179,0.03784701359,8935421,22879,0.00256048372,363,0.00004062483458,1373,0.0001536581209,9729,0.001088812715,11414,0.001277388049,145701,0.01630600282,27960,0.00312911949,105963,0.01185875853,11778,0.001318124798,
2016,NJ,New Jersey,320834,0.0357339201,8978416,21861,0.002434839286,378,0.00004210096748,1454,0.0001619439331,8940,0.0009957212943,11089,0.001235073091,138012,0.01537153101,25229,0.002809961133,101459,0.01130032291,11324,0.001261246973,
2017,NJ,New Jersey,321380,0.03615665695,8888543,20604,0.002318040201,324,0.00003645141842,1505,0.0001693190886,7895,0.0008882220629,10880,0.001224047631,140086,0.01576028827,23891,0.002687842091,104025,0.0117032679,12170,0.001369178278,
2018,NJ,New Jersey,287382,0.03234089483,8886025,18536,0.002085972074,285,0.00003207283347,1424,0.0001602516311,6364,0.0007161807445,10463,0.001177466865,125155,0.01408447534,19232,0.00216429731,94886,0.01067811536,11037,0.001242062677,
2019,NJ,New Jersey,274038,0.03082106042,8891258,18382,0.00206742398,263,0.00002957961629,1537,0.0001728664268,5730,0.0006444532371,10852,0.0012205247,118637,0.01334310623,16399,0.001844395922,91902,0.01033622014,10336,0.001162490167,
2020,NJ,New Jersey,240456,0.02707115026,8882371,17353,0.001953645035,329,0.00003703965979,1277,0.0001437679196,4384,0.0004935619104,11363,0.001279275545,102875,0.0115819301,12983,0.00146165928,79614,0.00896314734,10278,0.001157123475,
2021,NJ,New Jersey,239648,0.02585768326,9267961,17003,0.001834599865,381,0.00004110936591,1517,0.0001636821735,4049,0.0004368814241,11056,0.001192926902,102821,0.01109424176,11529,0.001243962939,79052,0.008529599984,12240,0.001320678842,
2022,NJ,New Jersey,"306,852",0.03313128617,"9,261,699","20,185",0.002179405744,316,0.00003411900991,"1,647",0.0001778291434,"4,742",0.0005120010918,"13,480",0.001455456499,"133,241",0.01438623734,"14,136",0.001526285836,"103,933",0.01122180714,"15,172",0.001638144362,
2023,NJ,New Jersey,"323,868",0.03485884647,"9,290,841","20,564",0.002213362601,264,0.00002841508105,"1,660",0.0001786705854,"4,635",0.0004988784115,"14,005",0.001507398523,"141,370",0.01521606063,"14,382",0.00154797612,"109,269",0.01176093747,"17,719",0.001907147049,
2013,NM,New Mexico,185031,0.08866330122,2086895,12990,0.006224558495,123,0.00005893923748,1565,0.0007499179403,1832,0.0008778592119,9470,0.004537842105,78958,0.03783515702,21828,0.01045955834,51146,0.02450818081,5984,0.002867417862,
2014,NM,New Mexico,173754,0.08331259557,2085567,12465,0.005976791923,101,0.00004842807735,1481,0.0007101186392,2086,0.001000207617,8797,0.004218037589,73877,0.0354229809,18505,0.008872886846,49082,0.02353412765,6290,0.003015966401,
2015,NM,New Mexico,182986,0.08796016782,2080328,13672,0.006572040563,117,0.00005624113121,1663,0.0007993931726,2485,0.001194523171,9407,0.004521883088,77212,0.03711530105,17084,0.008212166543,51485,0.0247485012,8643,0.004154633308,
2016,NM,New Mexico,194147,0.09309677803,2085432,14585,0.006993754771,139,0.00006665285658,1527,0.0007322223885,2737,0.001312437903,10182,0.004882441624,81930,0.03928682402,17280,0.008286052962,52907,0.02536980347,11743,0.005630967588,
2017,NM,New Mexico,196330,0.09378545377,2093395,16300,0.007786394828,144,0.00006878778253,1244,0.0005942500102,3732,0.00178275003,11180,0.005340607004,81865,0.03910633206,17872,0.00853732812,52284,0.02497569737,11709,0.005593306567,
2018,NM,New Mexico,176718,0.08444332098,2092741,17637,0.008427703189,153,0.00007310985927,1302,0.0006221505671,2646,0.001264370507,13536,0.006468072255,70722,0.0337939573,16102,0.007694215385,44592,0.02130794016,10028,0.004791801757,
2019,NM,New Mexico,168092,0.08005776245,2099634,17302,0.008240483818,185,0.00008811059451,1355,0.0006453505706,2477,0.00117972942,13285,0.006327293233,66744,0.03178839741,14640,0.006972643804,42749,0.02036021516,9355,0.004455538441,
2020,NM,New Mexico,152504,0.07240308804,2106319,16393,0.007782771745,164,0.00007786095079,1170,0.0005554714172,2086,0.0009903533131,12973,0.006159086064,59859,0.02841877228,13665,0.006487621296,37188,0.01765544535,9006,0.004275705627,
2021,NM,New Mexico,152112,0.07186358618,2116677,17374,0.008208148905,273,0.0001289757483,1408,0.000665193603,2513,0.001187238299,13180,0.006226741255,58682,0.02772364418,12853,0.00607225382,35661,0.01684763429,10168,0.004803756076,
2022,NM,New Mexico,"158,626",0.0750592426,"2,113,344","16,416",0.007767784137,259,0.0001225545865,"1,176",0.0005564640683,"2,331",0.001102991278,"12,650",0.005985774204,"62,897",0.02976183716,"12,740",0.00602836074,"38,754",0.01833776233,"11,403",0.005395714091,
2023,NM,New Mexico,"153,792",0.07273652543,"2,114,371","15,844",0.007493481513,244,0.0001154007504,"1,114",0.0005268706391,"1,542",0.0007292949061,"12,944",0.006121915217,"61,052",0.0288747812,"10,950",0.005178845151,"39,117",0.01850053751,"10,985",0.005195398537,
2013,NY,New York,874907,0.04442126395,19695680,77563,0.003938071699,644,0.00003269752555,3548,0.0001801410258,27241,0.001383095176,46130,0.002342137971,358603,0.01820719061,56444,0.002865806106,286676,0.01455527303,15483,0.0007861114722,
2014,NY,New York,834486,0.04225489899,19748858,75972,0.003846905983,616,0.00003119167701,6025,0.0003050809318,24036,0.001217083033,45295,0.002293550341,339113,0.01717127137,50738,0.002569161214,272624,0.01380454505,15751,0.0007975651048,
2015,NY,New York,789116,0.03996094025,19747183,75126,0.003804390733,613,0.00003104240235,6141,0.000310981065,23879,0.001209235768,44493,0.002253131497,317225,0.01606431662,44117,0.002234090807,257837,0.01305690032,15271,0.0007733254915,
2016,NY,New York,763662,0.038498235,19836286,74315,0.003746417046,629,0.00003170956499,6281,0.0003166419359,22310,0.00112470651,45095,0.002273359035,305224,0.01538715463,39850,0.002008944618,250990,0.01265307427,14384,0.0007251357437,
2017,NY,New York,728272,0.0371743375,19590719,70746,0.003611199773,550,0.00002807451835,6297,0.0003214277128,20122,0.001027119015,43777,0.002234578527,293390,0.01497596898,34928,0.001782885049,245093,0.01251066896,13369,0.0006824149742,
2018,NY,New York,700110,0.03584728201,19530351,68512,0.003507975868,562,0.00002877572451,6577,0.0003367579006,18191,0.0009314220722,43182,0.002211020171,281543,0.01441566514,31158,0.001595363033,237243,0.01214740073,13142,0.0006729013728,
2019,NY,New York,680094,0.03494268214,19463131,70260,0.00360990223,565,0.00002902924509,6642,0.0003412606122,18165,0.0009333030744,44888,0.002306309298,269787,0.01386143884,28065,0.001441957103,228672,0.01174898324,13050,0.0006704984928,
2020,NY,New York,686254,0.03548957696,19336776,70339,0.003637576398,808,0.00004178566272,5468,0.0002827772324,17525,0.0009063041326,46538,0.002406709371,272788,0.01410721208,32003,0.001655032876,221129,0.01143567056,19656,0.001016508647,
2021,NY,New York,538570,0.02712175334,19857492,61227,0.003083319888,871,0.00004386253813,4920,0.0002477654278,18000,0.0009064588821,37436,0.001885233039,208058,0.01047755678,29702,0.001495757873,156745,0.007893494304,21611,0.001088304606,
2022,NY,New York,"845,640",0.04297573363,"19,677,151","84,499",0.004294270039,802,0.00004075793289,"5,865",0.0002980614419,"21,932",0.00111459225,"55,900",0.002840858415,"338,321",0.01719359678,"31,809",0.001616544997,"279,770",0.01421801357,"26,742",0.001359038206,
2023,NY,New York,"856,626",0.04376968708,"19,571,216","76,298",0.003898480299,595,0.00003040179006,"4,900",0.0002503676828,"20,578",0.001051442077,"50,225",0.002566268749,"352,015",0.01798636324,"29,905",0.001528009297,"286,473",0.01463746555,"35,637",0.00182088839,
2013,NC,North Carolina,680226,0.06906607092,9848917,33587,0.003410222667,463,0.00004701024488,2524,0.0002562718317,9275,0.0009417279077,21325,0.002165212683,305631,0.03103193986,90182,0.009156539749,201043,0.02041270121,14406,0.001462698894,
2014,NC,North Carolina,638170,0.06419971375,9940387,32718,0.003291421149,498,0.0000500986531,2432,0.0002446584826,8411,0.0008461441189,21377,0.002150519894,285498,0.02872101458,79266,0.007974136218,192609,0.01937640858,13623,0.001370469782,
2015,NC,North Carolina,623184,0.06209989531,10035186,34734,0.003461221347,517,0.00005151872621,2591,0.0002581915273,8821,0.0008790071255,22805,0.002272503968,275915,0.02749475695,74760,0.007449787179,187732,0.01870737623,13423,0.001337593543,
2016,NC,North Carolina,633150,0.06233822853,10156689,37767,0.003718436195,678,0.00006675403766,2847,0.0002803078838,9336,0.0009191971911,24906,0.002452177083,277765,0.02734798712,72082,0.00709699785,190377,0.01874400211,15306,0.001506987169,
2017,NC,North Carolina,607052,0.05910464618,10270800,38043,0.003703995794,622,0.00006056003427,1944,0.0001892744479,9884,0.0009623398372,25593,0.002491821474,265483,0.0258483273,65247,0.006352669704,184119,0.01792645169,16117,0.001569205904,
2018,NC,North Carolina,560606,0.05399988345,10381615,36980,0.00356206621,574,0.0000552900488,2633,0.000253621426,7573,0.0007294626125,26200,0.002523692123,243323,0.02343787551,57450,0.005533821087,169376,0.01631499531,16497,0.00158905912,
2019,NC,North Carolina,581816,0.05540374488,10501384,39773,0.003787405546,653,0.00006218227997,3364,0.0003203387287,7700,0.0007332366858,28056,0.002671647851,251135,0.02391446689,54033,0.005145321798,178332,0.01698176164,18770,0.001787383453,
2020,NC,North Carolina,560954,0.05291608019,10600823,44451,0.004193165002,852,0.00008037111836,2922,0.0002756389763,7340,0.0006923990713,33337,0.003144755836,236026,0.0222648751,49952,0.004712086977,165554,0.01561708935,20520,0.001935698766,
2021,NC,North Carolina,529710,0.05013399256,10565885,44328,0.004195389217,995,0.00009417100413,3295,0.0003118527222,5970,0.0005650260248,34068,0.003224339466,220527,0.02087160706,42437,0.004016416987,158194,0.01497214857,19896,0.001883041506,
2022,NC,North Carolina,"529,594",0.04949951738,"10,698,973","43,361",0.004052818901,871,0.00008140968297,"3,345",0.0003126468307,"5,850",0.0005467814528,"33,295",0.003111980935,"221,436",0.02069693979,"39,702",0.003710823459,"160,447",0.01499648611,"21,287",0.00198963022,
2023,NC,North Carolina,"532,290",0.04912467741,"10,835,491","42,408",0.003913805106,855,0.000078907361,"3,051",0.0002815746882,"5,617",0.0005183890605,"32,885",0.003034933996,"223,737",0.0206485336,"38,500",0.003553138478,"156,871",0.01447751652,"28,366",0.002617878599,
2013,ND,North Dakota,34958,0.04829406913,723857,1979,0.00273396541,16,0.00002210381332,355,0.0004904283581,161,0.0002224196216,1447,0.001999013617,15356,0.02121413484,2979,0.004115453743,10942,0.01511624534,1435,0.001982435757,
2014,ND,North Dakota,35991,0.04863385763,740040,2001,0.002703907897,23,0.00003107940111,382,0.0005161883141,175,0.0002364737041,1421,0.001920166477,15857,0.02142722015,2751,0.003717366629,11559,0.01561942598,1547,0.002090427544,
2015,ND,North Dakota,39615,0.05234298097,756835,1949,0.002575198029,21,0.00002774713114,391,0.0005166251561,159,0.0002100854215,1378,0.00182074032,17716,0.02340800835,3296,0.004354978298,12686,0.0167619098,1734,0.002291120257,
2016,ND,North Dakota,38980,0.05159169239,755548,1905,0.002521348743,16,0.00002117668236,356,0.0004711811824,181,0.0002395612191,1352,0.001789429659,17451,0.02309714274,3248,0.004298866518,12249,0.01621207389,1954,0.002586202333,
2017,ND,North Dakota,37572,0.04975264044,755176,2133,0.002824507135,10,0.00001324194625,406,0.0005376230177,183,0.0002423276163,1534,0.002031314554,16653,0.02205181309,2947,0.003902401559,11944,0.0158161806,1762,0.002333230929,
2018,ND,North Dakota,35550,0.04689478683,758080,2154,0.002841388772,18,0.00002374419586,409,0.0005395208949,158,0.0002084212748,1569,0.002069702406,15621,0.02060600464,2742,0.003617032503,11088,0.01462642465,1791,0.002362547488,
2019,ND,North Dakota,35144,0.04601662381,763724,2302,0.003014177897,25,0.00003273433858,464,0.0006075493241,184,0.000240924732,1629,0.002132969502,15270,0.01999413401,2646,0.003464602396,10785,0.01412159366,1839,0.002407937946,
2020,ND,North Dakota,37548,0.04906253552,765309,2518,0.003290174296,32,0.00004181317612,396,0.0005174380544,151,0.0001973059248,1939,0.00253361714,16256,0.02124109347,3196,0.004176090965,10986,0.01435498603,2074,0.002710016477,
2021,ND,North Dakota,37670,0.04842313101,777934,2150,0.002763730599,14,0.0000179963853,436,0.0005604588564,205,0.000263518499,1495,0.001921756859,16685,0.02144783491,3104,0.003990055712,11403,0.01465805582,2178,0.00279972337,
2022,NC,North Dakota,"35,744",0.04586909906,"779,261","2,226",0.002856552554,29,0.00003721474577,464,0.0005954359322,215,0.0002759024255,"1,518",0.001947999451,"15,646",0.02007799697,"2,806",0.00360084747,"10,836",0.01390548225,"2,004",0.002571667259,
2023,ND,North Dakota,"34,626",0.04416998543,"783,926","2,096",0.002673721754,26,0.00003316639581,392,0.0005000471983,203,0.0002589530134,"1,475",0.001881555147,"15,217",0.01941127096,"2,509",0.003200557195,"10,982",0.01400897534,"1,726",0.002201738429,
2013,OH,Ohio,747866,0.06462717567,11572005,33722,0.002914101748,478,0.0000413065843,4391,0.0003794502336,14483,0.001251554938,14370,0.001241789992,338414,0.02924419753,91090,0.007871583187,227799,0.01968535271,19525,0.001687261628,
2014,OH,Ohio,715119,0.06166414791,11596998,33130,0.002856773796,464,0.0000400103544,5228,0.0004508063207,12780,0.00110200933,14658,0.001263947791,322517,0.02781038679,79466,0.006852290567,224942,0.01939657142,18109,0.001561524802,
2015,OH,Ohio,680222,0.05861410812,11605090,34373,0.002961889998,522,0.00004498026297,5441,0.0004688459977,12617,0.00108719536,15793,0.001360868378,303743,0.02617325673,69994,0.006031319016,216354,0.01864302647,17395,0.001498911254,
2016,OH,Ohio,677663,0.05830585945,11622554,35759,0.003076690373,683,0.00005876505284,5754,0.0004950719093,12574,0.001081862042,16748,0.001440991369,300945,0.02589319009,67081,0.005771623001,214102,0.01842125233,19762,0.00170031475,
2017,OH,Ohio,630356,0.05404226925,11664129,34621,0.002968159903,741,0.00006352810398,5833,0.0005000802032,11224,0.0009622664496,16823,0.001442285146,280557,0.02405297472,57521,0.004931444088,202320,0.01734548718,20716,0.001776043458,
2018,OH,Ohio,584548,0.05006260095,11676341,34426,0.00294835514,596,0.00005104338765,5852,0.0005011844036,9608,0.0008228605177,18370,0.001573266831,257848,0.02208294533,49456,0.004235573456,188433,0.01613801789,19959,0.001709353983,
2019,OH,Ohio,550316,0.04704960207,11696507,34618,0.002959687025,584,0.0000499294362,5850,0.0005001493181,8861,0.0007575765996,19323,0.001652031671,240540,0.02056511401,44232,0.003781641818,177610,0.01518487528,18698,0.001598596914,
2020,OH,Ohio,504934,0.0431817865,11693217,36104,0.003087601983,820,0.00007012612526,5052,0.0004320453473,7826,0.0006692768979,22406,0.001916153613,216363,0.01850329127,37279,0.00318808759,159007,0.01359822536,20077,0.001716978313,
2021,OH,Ohio,479404,0.04075060042,11764342,37341,0.003174083174,883,0.00007505732152,5649,0.000480179852,6977,0.0005930633434,23832,0.002025782657,202361,0.01720121703,32044,0.002723824248,148792,0.01264771119,21525,0.001829681592,
2022,OH,Ohio,"494,872",0.04209506282,"11,756,058","35,038",0.002980420818,737,0.00006269108233,"6,001",0.000510460224,"6,307",0.0005364893572,"21,993",0.001870780154,"212,398",0.01806711059,"30,510",0.002595257696,"154,085",0.01310685946,"27,803",0.002364993436,
2023,OH,Ohio,"466,492",0.03958039816,"11,785,935","33,770",0.002865279674,639,0.00005421716648,"5,544",0.0004703911909,"5,857",0.0004969482693,"21,730",0.001843723048,"199,476",0.01692491941,"27,516",0.002334647188,"140,210",0.01189638327,"31,750",0.002693888945,
2013,OK,Oklahoma,288925,0.07498472666,3853118,17187,0.004460543383,198,0.00005138695467,2314,0.0006005525914,3023,0.000784559414,11652,0.003024044423,126418,0.03280927291,33512,0.008697371843,81624,0.02118388277,11282,0.002928018296,
2014,OK,Oklahoma,268355,0.06917061251,3879610,16052,0.004137529288,180,0.00004639641613,1862,0.0004799451491,3073,0.0007920899266,10937,0.002819097796,117445,0.03027237274,29963,0.007723198981,76719,0.01977492583,10763,0.002774247927,
2015,OK,Oklahoma,263020,0.06731306178,3907414,16746,0.00428569893,240,0.00006142169732,1953,0.0004998190619,3018,0.0007723778438,11535,0.002952080327,114055,0.02918938203,28783,0.007366252974,74678,0.01911187297,10594,0.002711256089,
2016,OK,Oklahoma,273273,0.06969104156,3921207,17855,0.004553444896,247,0.0000629908087,2100,0.0005355493857,3174,0.0008094446429,12334,0.003145460059,118010,0.03009532524,29376,0.007491570835,76358,0.01947308571,12276,0.003130668695,
2017,OK,Oklahoma,263200,0.06692705155,3932640,17989,0.00457428089,243,0.00006179055291,2220,0.0005645062859,3007,0.000764626307,12519,0.003183357744,113611,0.02888924488,28749,0.007310356402,72546,0.01844715001,12316,0.003131738476,
2018,OK,Oklahoma,266192,0.06755739188,3940235,18701,0.004746163617,215,0.00005456527339,2431,0.0006169682773,2805,0.0007118864738,13250,0.003362743593,114395,0.02903253232,27178,0.006897558141,73799,0.01872959354,13418,0.003405380644,
2019,OK,Oklahoma,261566,0.06604074658,3960676,17279,0.004362639105,275,0.00006943259181,2363,0.0005966153253,2383,0.0006016649683,12258,0.00309492622,113504,0.02865773418,26820,0.006771571318,73199,0.01848144105,13485,0.00340472182,
2020,OK,Oklahoma,251920,0.06328403231,3980783,18255,0.00458578124,296,0.00007435723073,2102,0.0005280368209,2351,0.0005905873292,13506,0.003392799859,107705,0.02705623492,24415,0.006133215501,68243,0.01714310979,15047,0.003779909631,
2021,OK,Oklahoma,244782,0.06133004278,3991225,17483,0.004380359413,304,0.00007616709156,2519,0.0006311345514,1795,0.0004497366097,12865,0.003223321161,104908,0.02628466198,23937,0.005997406811,65530,0.01641851812,15441,0.003868737042,
2022,OK,Oklahoma,"223,358",0.05556445594,"4,019,800","17,166",0.00427036171,280,0.00006965520673,"2,492",0.0006199313399,"1,660",0.0004129558685,"12,734",0.003167819294,"94,513",0.02351186626,"19,684",0.004896761033,"62,146",0.01545997313,"12,683",0.003155132096,
2023,OK,Oklahoma,"207,734",0.05124396126,"4,053,824","16,770",0.004136834752,247,0.00006093012425,"2,376",0.00058611326,"1,510",0.0003724878041,"12,637",0.003117303563,"87,097",0.02148514588,"18,586",0.004584806839,"57,816",0.01426208933,"10,695",0.002638249712,
2013,OR,Oregon,270238,0.06879667053,3928068,9536,0.002427656548,82,0.00002087540236,1464,0.0003727023056,2394,0.0006094599177,5596,0.001424618922,125083,0.03184338968,20808,0.005297260638,94363,0.02402275113,9912,0.002523377905,
2014,OR,Oregon,268037,0.06749518156,3971202,10294,0.002592162272,84,0.00002115228588,1620,0.000407936942,2270,0.0005716153447,6320,0.0015914577,123142,0.03100874748,18690,0.004706383609,94177,0.02371498604,10275,0.002587377827,
2015,OR,Oregon,262057,0.06511325005,4024634,10680,0.002653657451,110,0.00002733167786,1650,0.0004099751679,2163,0.0005374401747,6757,0.00167891043,119752,0.02975475534,18541,0.004606878539,90514,0.02248999536,10697,0.002657881437,
2016,OR,Oregon,266704,0.065272814,4085989,10983,0.00268796612,116,0.00002838969953,1784,0.0004366139997,2307,0.0005646123864,6776,0.001658350035,121716,0.02978862645,16919,0.004140735572,91507,0.02239531237,13290,0.003252578507,
2017,OR,Oregon,268306,0.0647051844,4146592,11629,0.00280447172,105,0.00002532199937,1992,0.0004803945023,2474,0.0005966345375,7058,0.001702120681,122524,0.02954812048,17415,0.004199834466,88091,0.02124419282,17018,0.004104093193,
2018,OR,Oregon,269094,0.06434752167,4181886,12146,0.002904431159,86,0.00002056488388,2114,0.000505513541,2515,0.0006014032903,7431,0.001776949443,122401,0.02926932968,16515,0.003949175085,89191,0.02132793673,16695,0.003992217865,
2019,OR,Oregon,259898,0.06164393959,4216116,12382,0.002936826216,117,0.00002775065961,1886,0.0004473311455,2329,0.0005524041559,8050,0.001909340255,117567,0.02788514358,15127,0.003587899384,86922,0.02061660543,15518,0.003680638768,
2020,OR,Oregon,250324,0.05901770291,4241507,12380,0.002918773917,125,0.00002947065748,1565,0.0003689726317,2180,0.0005139682665,8510,0.002006362361,112782,0.02659007754,14386,0.003391719028,81811,0.01928819167,16585,0.003910166835,
2021,OR,Oregon,258116,0.06064326748,4256301,14526,0.003412822542,204,0.00004792894112,1875,0.0004405233558,2579,0.0006059251919,9868,0.002318445054,114532,0.0269088112,14395,0.003382044644,80025,0.01880153683,20112,0.004725229724,
2022,OR,Oregon,"279,824",0.06599409406,"4,240,137","14,815",0.003493990878,201,0.00004740412869,"1,857",0.0004379575471,"2,926",0.0006900720425,"9,831",0.00231855716,"125,097",0.02950305615,"15,688",0.003699880452,"86,174",0.02032339993,"23,235",0.005479775771,
2023,OR,Oregon,"246,970",0.05833903015,"4,233,358","13,813",0.003262894374,189,0.00004464540915,"1,711",0.0004041708733,"2,642",0.0006240908518,"9,271",0.002189987239,"109,672",0.0259066207,"14,383",0.003397539258,"77,789",0.01837524726,"17,500",0.004133834181,
2013,PA,Pennsylvania,614730,0.04809606162,12781296,42825,0.003350599188,611,0.00004780422893,3795,0.0002969182468,14739,0.001153169444,23680,0.001852707268,263176,0.02059071318,52000,0.004068445015,197410,0.01544522559,13766,0.001077042578,
2014,PA,Pennsylvania,577345,0.04512705288,12793767,40298,0.003149815062,610,0.00004767946767,3839,0.000300067994,13545,0.001058718671,22304,0.001743348929,246982,0.01930486932,45718,0.003573458857,188211,0.01471114801,13053,0.001020262445,
2015,PA,Pennsylvania,547683,0.04281481475,12791904,40348,0.00315418252,665,0.00005198600615,4299,0.0003360719405,12965,0.001013531684,22419,0.00175259289,231941,0.01813185903,39573,0.003093597325,180236,0.01408984933,12132,0.0009484123708,
2016,PA,Pennsylvania,528816,0.04135547703,12787085,40389,0.00315857758,674,0.00005270943299,4459,0.0003487112192,12314,0.0009630029049,22942,0.001794154023,222394,0.01739207959,35178,0.002751057024,174147,0.01361897571,13069,0.001022046854,
2017,PA,Pennsylvania,500692,0.0391457781,12790447,40030,0.003129679518,742,0.00005801204602,4216,0.0003296210054,11777,0.0009207653181,23295,0.001821281148,210316,0.01644320953,31925,0.002496003463,165434,0.0129341844,12957,0.001013021672,
2018,PA,Pennsylvania,459464,0.03589303958,12800922,39099,0.003054389364,784,0.0000612455884,4490,0.0003507559846,9854,0.0007697883012,23971,0.001872599489,190633,0.01489213043,27054,0.002113441516,150441,0.01175235659,13138,0.001026332322,
2019,PA,Pennsylvania,437660,0.03419517156,12798883,39160,0.003059642002,676,0.00005281710912,4345,0.0003394827502,9749,0.0007617070958,24390,0.001905635046,179670,0.01403794378,23324,0.001822346528,143937,0.01124605952,12409,0.0009695377323,
2020,PA,Pennsylvania,519920,0.04067196036,12783254,49793,0.003895174108,1009,0.00007893138946,4228,0.0003307452078,10728,0.0008392229396,33828,0.002646274571,210167,0.01644080607,31774,0.002485595608,162919,0.01274472055,15474,0.001210489911,
2021,PA,Pennsylvania,397658,0.03056072832,13012059,36664,0.002817693956,1087,0.00008353789358,4309,0.0003311543546,8207,0.0006307226243,23061,0.001772279084,162165,0.0124626702,18494,0.001421296968,126373,0.009711991008,17298,0.001329382229,
2022,PA,Pennsylvania,"464,546",0.03581141794,"12,972,008","37,258",0.002872184476,"1,055",0.00008132896619,"4,046",0.000311902367,"8,988",0.0006928765385,"23,169",0.001786076604,"195,015",0.01503352449,"19,679",0.001517035759,"153,922",0.01186570344,"21,414",0.001650785291,
2023,PA,Pennsylvania,"478,408",0.03690940443,"12,961,683","34,534",0.002664314503,861,0.00006642655896,"3,256",0.0002512019465,"8,230",0.0006349484091,"22,187",0.001711737588,"204,670",0.01579038771,"17,896",0.0013806849,"152,449",0.01176151276,"34,325",0.002648190054,
2013,RI,Rhode Island,57235,0.05433595923,1053354,2710,0.002572734332,31,0.00002942980233,449,0.0004262574595,683,0.0006484049996,1547,0.001468642071,25741,0.02443717876,5621,0.005336287706,17881,0.01697529985,2239,0.002125591207,
2014,RI,Rhode Island,50868,0.04822036445,1054907,2320,0.002199246,26,0.00002464672241,366,0.0003469500155,530,0.0005024139569,1398,0.001325235305,22982,0.02178580671,4830,0.004578602664,16317,0.01546771422,1835,0.001739489832,
2015,RI,Rhode Island,45548,0.04314863391,1055607,2565,0.002429881575,31,0.0000293669898,467,0.0004423994915,547,0.0005181852716,1520,0.001439929822,20038,0.01898244328,3938,0.003730555027,14714,0.01393889961,1386,0.001312988641,
2016,RI,Rhode Island,43208,0.04085607896,1057566,2529,0.002391340115,29,0.00002742145644,445,0.0004207775212,541,0.0005115519977,1514,0.00143158914,18910,0.01788068073,3650,0.003451321241,14157,0.01338639858,1103,0.001042960912,
2017,RI,Rhode Island,42118,0.03986612222,1056486,2474,0.002341725304,21,0.0000198772156,454,0.0004297264706,474,0.0004486571521,1525,0.001443464466,18585,0.01759133581,3219,0.003046893191,13882,0.01313978605,1484,0.001404656569,
2018,RI,Rhode Island,39902,0.03770432784,1058287,2326,0.002197891498,16,0.00001511877213,494,0.0004667920895,453,0.0004280502359,1363,0.001287930401,17625,0.01665427242,2817,0.002661848818,13270,0.01253913163,1538,0.001453291971,
