year,state_abbr,state_name,total crimes,total crimes_per_population,population,violent_crime,violent_crime_per_pipulation,homicide,homicity_per_populaiton,rape_revised,rape_revised_per_population,robbery,robbery_per_population,aggravated_assault,,property_crime,property_crime_per_population,burglary,burglary_per_population,larceny,larceny_per_population,motor_vehicle_theft,motor_vehicle_theft_per_population,https://cde.ucr.cjis.gov/LATEST/webapp/#
2023,LA,Louisiana,"290,726",0.06356404779,"4,573,749","25,065",0.005480187041,663,0.0001449576704,"2,157",0.0004716043666,"2,436",0.0005326046532,"19,809",0.004331020351,"120,298",0.02630183685,"20,443",0.00446963749,"82,592",0.01805783396,"17,263",0.003774365406,
2013,ME,Maine,64796,0.04876639006,1328702,1761,0.001325353616,24,0.00001806274093,495,0.0003725440317,335,0.0002521257588,907,0.0006826210843,30454,0.02292011301,6480,0.004876940051,23063,0.01735754142,911,0.0006856315412,
2014,ME,Maine,56596,0.04254519431,1330256,1698,0.001276446037,21,0.00001578643509,484,0.0003638397421,304,0.0002285274413,889,0.0006682924189,26427,0.01986610096,5035,0.003784985747,20591,0.01547897548,801,0.0006021397385,
2015,ME,Maine,52511,0.03949819964,1329453,1726,0.001298278314,23,0.00001730034834,461,0.0003467591558,311,0.0002339307971,931,0.0007002880132,24361,0.01832407765,4694,0.003530775439,18853,0.01418102031,814,0.0006122818934,
2016,ME,Maine,47415,0.03564415831,1330232,1649,0.001239633387,20,0.00001503497134,413,0.0003104721582,268,0.000201468616,948,0.0007126576417,21908,0.01646930761,4001,0.003007746017,17131,0.0128782047,776,0.0005833568881,
2017,ME,Maine,43504,0.03258572816,1335063,1610,0.0012059356,23,0.00001722765143,470,0.0003520433118,249,0.0001865080524,868,0.0006501565844,20142,0.01508692848,3337,0.002499507514,16012,0.01199344151,793,0.0005939794601,
2018,ME,Maine,39402,0.02942518504,1339057,1500,0.001120191299,23,0.00001717626658,447,0.000333817007,228,0.0001702690774,802,0.0005989289478,18201,0.01359240122,2712,0.002025305868,14712,0.01098683626,777,0.0005802590928,
2019,ME,Maine,36706,0.02727509158,1345770,1562,0.001160673815,22,0.00001634751852,520,0.0003863958923,192,0.0001426692525,828,0.0006152611516,16791,0.01247687198,2360,0.001753642896,13705,0.01018376097,726,0.0005394681112,
2020,ME,Maine,34152,0.02529513584,1350141,1466,0.001085812519,22,0.00001629459442,486,0.0003599624039,170,0.000125912775,788,0.0005836427455,15610,0.0115617554,2009,0.001487992736,12739,0.00943531083,862,0.0006384518358,
2021,ME,Maine,34352,0.02494267512,1377238,1555,0.001129071373,20,0.00001452181831,522,0.0003790194578,161,0.0001169006374,852,0.0006186294598,15621,0.01134226619,1739,0.001262672102,12985,0.009428290535,897,0.000651303551,
2022,ME,Maine,"36,768",0.02654077699,"1,385,340","1,462",0.001055336596,30,0.00002165533371,455,0.0003284392279,140,0.000101058224,837,0.0006041838105,"16,922",0.0122150519,"1,615",0.001165778798,"14,310",0.01032959418,997,0.0007196789236,
2023,ME,Maine,"34,140",0.02446045846,"1,395,722","1,430",0.001024559332,60,0.00004298850344,423,0.0003030689493,163,0.0001167854343,784,0.000561716445,"15,640",0.0112056699,"1,538",0.001101938638,"13,000",0.009314175746,"1,102",0.0007895555132,
2013,MD,Maryland,373485,0.06288963461,5938737,28235,0.004754377909,384,0.00006466021311,1679,0.0002827200464,10048,0.001691942243,16124,0.002715055407,157918,0.02659117587,31950,0.005379931794,112551,0.01895200949,13417,0.002259234581,
2014,MD,Maryland,355458,0.05948743387,5975346,26767,0.004479573233,362,0.00006058226586,1632,0.0002731222594,9565,0.001600744124,15208,0.002545124584,150390,0.02516841703,28134,0.004708346596,109140,0.01826505109,13116,0.002195019334,
2015,MD,Maryland,342673,0.05715996192,5994983,28185,0.00470143118,538,0.00008974170569,1717,0.0002864061499,10111,0.001686576926,15819,0.002638706398,142547,0.02377771547,26432,0.004409020009,102701,0.01713115784,13414,0.002237537621,
2016,MD,Maryland,338787,0.0562325221,6024752,29019,0.004816629797,536,0.00008896631762,1827,0.0003032489968,10815,0.001795094636,15841,0.002629319846,139716,0.02319033215,24832,0.004121663431,100995,0.01676334561,13889,0.002305323107,
2017,MD,Maryland,330052,0.054781406,6024891,30321,0.005032622167,558,0.00009261578342,1712,0.0002841545183,11189,0.001857129034,16862,0.002798722832,134705,0.02235808083,23526,0.003904800933,97657,0.01620892395,13522,0.002244355956,
2018,MD,Maryland,302550,0.05012589876,6035802,28330,0.0046936596,491,0.00008134793023,1991,0.0003298650287,9716,0.001609728086,16132,0.002672718555,122945,0.02036928978,18910,0.003132972221,91887,0.01522366042,12148,0.002012657142,
2019,MD,Maryland,291204,0.04809351153,6054954,27511,0.004543552271,545,0.00009000894144,1944,0.0003210594168,9215,0.001521894303,15807,0.00261058961,118091,0.01950320349,16872,0.002786478642,89938,0.01485362234,11281,0.001863102511,
2020,MD,Maryland,243404,0.0401935202,6055802,24215,0.003998644606,553,0.00009131738455,1732,0.0002860067089,7174,0.001184649036,14756,0.002436671476,97487,0.01609811549,15261,0.002520062578,71757,0.01184929758,10469,0.001728755332,
2021,MD,Maryland,241682,0.0391412575,6174610,26866,0.004351044034,680,0.000110128413,2196,0.0003556499925,7425,0.001202505097,16565,0.002682760531,93975,0.01521958472,13022,0.002108959108,69005,0.01117560461,11948,0.001935020997,
2022,MD,Maryland,"263,600",0.04275986024,"6,164,660","26,171",0.004245327398,604,0.00009797782846,"2,088",0.000338704811,"7,314",0.001186440128,"16,165",0.002622204631,"105,629",0.01713460272,"12,314",0.001997514867,"78,856",0.01279162192,"14,459",0.00234546593,
2023,MD,Maryland,"308,678",0.04994585173,"6,180,253","26,338",0.004261637833,515,0.00008332992193,"1,973",0.0003192425941,"8,079",0.001307228037,"15,771",0.002551837279,"128,001",0.02071128803,"11,487",0.001858661773,"82,682",0.01337841671,"33,832",0.005474209551,
2013,MA,Massachusetts,330798,0.0493075291,6708874,27264,0.004063871225,138,0.00002056977072,2303,0.000343276681,6705,0.0009994225559,18118,0.002700602217,137274,0.02046155584,30716,0.004578413606,97437,0.01452359964,9121,0.0013595426,
2014,MA,Massachusetts,305965,0.04529376515,6755124,26689,0.003950926734,133,0.00001968875775,2202,0.0003259747712,6077,0.0008996133898,18277,0.002705649815,125481,0.01857567678,24951,0.003693640561,92226,0.01365274716,8304,0.001229289055,
2015,MA,Massachusetts,283538,0.04179362758,6784240,26453,0.003899183991,131,0.00001930945839,2082,0.000306887728,5266,0.0007762107473,18974,0.002796776057,114547,0.01688427886,21826,0.003217162129,84676,0.01248128014,8045,0.001185836586,
2016,MA,Massachusetts,266411,0.03904189518,6823721,25975,0.003806574155,135,0.00001978392727,2141,0.0003137584318,5365,0.0007862279246,18334,0.002686803871,106430,0.01559706207,19204,0.002814300292,79155,0.01159997602,8071,0.001182785756,
2017,MA,Massachusetts,244590,0.035637656,6863246,24318,0.003543221385,172,0.00002506102797,2199,0.0003204023286,4874,0.000710159595,17073,0.002487598434,97977,0.01427560662,16916,0.002464722961,73573,0.01071985472,7488,0.001091028939,
2018,MA,Massachusetts,222164,0.03227891643,6882635,23424,0.0034033477,138,0.00002005046033,2465,0.0003581477152,4084,0.0005933773911,16737,0.002431772134,87658,0.01273611052,14095,0.002047907524,66968,0.009729994399,6595,0.0009582085931,
2019,MA,Massachusetts,208122,0.03018499371,6894883,22662,0.003286785287,153,0.00002219036929,2244,0.0003254587496,3625,0.0005257522136,16640,0.002413383954,81399,0.01180571157,12323,0.001787267456,62944,0.00912908892,6132,0.0008893551928,
2020,MA,Massachusetts,187780,0.02723986135,6893574,21288,0.003088093346,160,0.00002321002139,1851,0.000268510935,3015,0.0004373638406,16262,0.002359008549,72602,0.01053183733,10323,0.001497481568,55444,0.008042852662,6835,0.0009915031013,
2021,MA,Massachusetts,181922,0.02602719148,6989690,21043,0.003010577007,134,0.00001917109342,2056,0.000294147523,2616,0.0003742655254,16237,0.002322992865,69918,0.01000301873,9596,0.001372879198,53513,0.007655990466,6809,0.0009741490681,
2022,MA,Massachusetts,"195,354",0.02797976618,"6,981,974","22,636",0.003242063061,150,0.00002148389553,"2,073",0.0002969074362,"2,641",0.0003782597873,"17,772",0.002545411942,"75,041",0.01074782003,"9,991",0.001430970668,"58,082",0.008318850801,"6,968",0.0009979985603,
2023,MA,Massachusetts,"198,130",0.02829863003,"7,001,399","21,998",0.003141943489,146,0.00002085297524,"1,910",0.0002728026213,"2,560",0.0003656412097,"17,382",0.002482646682,"77,067",0.01100737153,"9,231",0.001318450784,"59,672",0.008522868073,"8,164",0.00116605267,
2013,MI,Michigan,554290,0.05599911014,9898193,44757,0.004521734422,625,0.00006314283829,6785,0.0006854786525,10093,0.001019681067,27254,0.002753431864,230135,0.02325020335,56256,0.005683461618,149794,0.01513346931,24085,0.002433272416,
2014,MI,Michigan,494994,0.04991717682,9916306,42555,0.004291416582,544,0.00005485913807,6364,0.0006417712402,8037,0.0008104832586,27610,0.002784302945,202692,0.02044027282,44328,0.004470213001,137142,0.01382994837,21222,0.002140111449,
2015,MI,Michigan,470588,0.04744923604,9917715,41712,0.004205807487,585,0.00005898536104,6710,0.0006765671327,7818,0.0007882864148,26599,0.002681968578,191191,0.01927772677,40375,0.004070998209,132019,0.01331143313,18797,0.001895295439,
2016,MI,Michigan,477279,0.04804768134,9933445,45782,0.004608874363,612,0.00006161004566,7268,0.0007316696272,7123,0.0007170724759,30779,0.003098522215,190249,0.01915236859,39738,0.004000424827,130249,0.01311216803,20262,0.002039775727,
2017,MI,Michigan,449444,0.04505050746,9976447,44883,0.00449889625,569,0.00005703433296,7110,0.0007126785718,6508,0.000652336448,30696,0.003076846897,179839,0.01802635748,35833,0.003591759672,124410,0.01247037147,19596,0.001964226342,
2018,MI,Michigan,422724,0.0423398389,9984072,45176,0.004524807113,555,0.00005558854143,7901,0.000791360479,5638,0.0005646994533,31082,0.003113158639,166186,0.01664511233,31834,0.003188478609,116876,0.01170624571,17476,0.001750388018,
2019,MI,Michigan,404220,0.04048355525,9984795,43793,0.004385968866,576,0.00005768771417,7356,0.000736720183,5352,0.0005360150108,30509,0.003055545958,158317,0.01585580876,28574,0.002861751293,111900,0.0112070403,17843,0.00178701716,
2020,MI,Michigan,366548,0.03677780336,9966555,47641,0.004780087001,754,0.00007565302153,6065,0.0006085352461,4438,0.00044528927,36384,0.003650609463,135633,0.01360881468,23231,0.002330895681,94017,0.009433249503,18385,0.001844669497,
2021,MI,Michigan,372988,0.03715943725,10037504,49295,0.00491108148,761,0.00007581566095,6787,0.0006761641141,4039,0.0004023908733,37708,0.003756710832,137199,0.01366863714,20654,0.002057682866,94899,0.00945444206,21646,0.002156512217,
2022,MI,Michigan,"403,916",0.04025428057,"10,034,113","46,489",0.004633095123,697,0.00006946304073,"6,615",0.0006592510967,"3,683",0.0003670478895,"35,494",0.003537333096,"155,469",0.01549404516,"21,790",0.002171592048,"106,696",0.01063332653,"26,983",0.002689126582,
2023,MI,Michigan,"402,244",0.04007507626,"10,037,261","45,888",0.004571765146,591,0.00005888060498,"5,909",0.000588706421,"3,701",0.0003687260897,"35,687",0.00355545203,"155,234",0.01546577298,"20,598",0.002052153471,"106,397",0.01060020259,"28,239",0.002813416927,
2013,MN,Minnesota,289259,0.0533485428,5422060,12710,0.002344127509,114,0.0000210252192,2014,0.0003714455391,3674,0.0006776022397,6908,0.001274054511,131193,0.02419615423,22713,0.004188998277,100514,0.01853797265,7966,0.001469183299,
2014,MN,Minnesota,277212,0.0507981767,5457125,12505,0.002291499645,88,0.00001612570722,2001,0.0003666765925,3687,0.0006756304831,6729,0.001233066862,125377,0.02297491811,20773,0.003806583137,96237,0.01763511006,8367,0.001533224912,
2015,MN,Minnesota,272285,0.04966497551,5482435,13319,0.002429394968,133,0.00002425929354,2321,0.0004233520324,3771,0.0006878330523,7094,0.001293950589,121984,0.0222499674,19299,0.003520151174,94704,0.01727407621,7981,0.001455740013,
2016,MN,Minnesota,263908,0.04776572158,5525050,13365,0.002418982634,101,0.00001828037755,2349,0.0004251545235,3730,0.0006751070126,7185,0.00130044072,117723,0.02130713749,18582,0.003363227482,90421,0.01636564375,8720,0.00157826626,
2017,MN,Minnesota,271550,0.04876839815,5568155,13345,0.002396664604,114,0.000020473568,2405,0.0004319204476,3627,0.0006513827291,7199,0.00129288786,122430,0.02198753447,18828,0.003381371388,93602,0.01681023607,10000,0.001795927017,
2018,MN,Minnesota,249178,0.04444647393,5606249,12403,0.00221235268,107,0.0000190858451,2475,0.0004414716507,2946,0.0005254850436,6875,0.001226310141,112186,0.02001088428,16206,0.002890702857,85849,0.0153130908,10131,0.001807090623,
2019,MN,Minnesota,262732,0.04658325019,5640053,13395,0.002374977682,127,0.0000225175189,2499,0.0004430809427,3155,0.0005593919064,7614,0.001349987314,117971,0.02091664741,16026,0.00284146266,90685,0.01607874961,11260,0.00199643514,
2020,MN,Minnesota,271820,0.04804729854,5657342,15698,0.002774801311,190,0.00003358467634,2211,0.0003908195757,3877,0.0006853041587,9420,0.001665092901,120212,0.02124884796,17370,0.003070346463,88696,0.01567803396,14146,0.002500467534,
2021,MN,Minnesota,268948,0.04708909491,5711471,17643,0.003089046587,203,0.00003554250735,2602,0.0004555744046,3999,0.0007001698862,10839,0.001897759789,116831,0.02045550087,14735,0.002579895792,87732,0.01536066628,14364,0.002514938796,
2022,MN,Minnesota,"258,428",0.04520197356,"5,717,184","16,195",0.002832688261,183,0.00003200876515,"2,426",0.0004243347774,"3,270",0.0005719599019,"10,316",0.001804384816,"113,019",0.01976829852,"12,312",0.002153507741,"84,169",0.01472210795,"16,538",0.002892682831,
2023,MN,Minnesota,"225,332",0.0392707107,"5,737,915","14,984",0.002611401528,180,0.00003137027997,"2,043",0.0003560526777,"2,782",0.0004848451049,"9,979",0.001739133466,"97,682",0.01702395382,"10,523",0.001833941423,"71,839",0.01252005302,"15,320",0.002669959384,
2013,MS,Mississippi,180428,0.06029932431,2992206,8303,0.002774875794,217,0.00007252174483,1024,0.0003422224272,2413,0.0008064284344,4649,0.001553703188,81548,0.02725347118,24969,0.008344679477,52192,0.01744264934,4387,0.001466142371,
2014,MS,Mississippi,191204,0.06387427454,2993443,8331,0.002783082892,259,0.00008652244255,1082,0.0003614566905,2405,0.0008034226808,4585,0.001531681078,86887,0.029025774,23898,0.007983449159,58515,0.01954772481,4474,0.001494600031,
2015,MS,Mississippi,188801,0.06315703204,2989390,8190,0.002739689368,253,0.00008463265081,1158,0.0003873699986,2312,0.0007734019315,4467,0.001494284787,85785,0.02869648992,25068,0.008385657275,56446,0.01888211307,4271,0.001428719572,
2016,MS,Mississippi,182774,0.06122230913,2985415,8411,0.00281736375,237,0.00007938594802,1282,0.0004294210353,2433,0.0008149620739,4459,0.001493594693,82521,0.02764138319,23489,0.007867917861,54725,0.01833078483,4307,0.001442680498,
2017,MS,Mississippi,180850,0.0604917678,2989663,7661,0.002562496174,190,0.00006355231342,658,0.000220091696,2492,0.0008335387634,4321,0.001445313402,82764,0.02768338773,22449,0.007508873074,55968,0.01872050462,4347,0.001454010034,
2018,MS,Mississippi,159260,0.05342466672,2981020,7929,0.002659827844,214,0.00007178750897,596,0.000199931567,1700,0.000570274604,5419,0.001817834164,71701,0.02405250552,20355,0.006828199744,46201,0.01549838646,5145,0.001725919316,
2019,MS,Mississippi,155012,0.05204841673,2978227,7779,0.002611956711,298,0.0001000595321,924,0.0003102517034,1620,0.0005439477918,4937,0.001657697684,69727,0.02341225165,18341,0.006158362005,45665,0.01533294809,5721,0.001920941553,
2020,MS,Mississippi,141978,0.04785582782,2966786,8638,0.002911568276,315,0.0001061755044,1148,0.0003869507272,1419,0.0004782953674,5756,0.001940146677,62351,0.02101634563,14488,0.004883399072,41780,0.0140825796,6083,0.002050366963,
2021,MS,Mississippi,124810,0.04231441294,2949586,7532,0.002553578706,274,0.00009289439264,1202,0.0004075148173,820,0.0002780051167,5236,0.001775164379,54873,0.01860362776,11851,0.004017851997,37367,0.01266855755,5655,0.001917218213,
2022,MS,Mississippi,"116,638",0.03967201996,"2,940,057","7,172",0.002439408488,223,0.0000758488696,997,0.0003391090717,752,0.000255777354,"5,200",0.001768673192,"51,147",0.01739660149,"10,186",0.00346455868,"35,836",0.01218887933,"5,125",0.001743163483,
2023,MS,Mississippi,"105,236",0.03579833248,"2,939,690","5,961",0.002027764832,204,0.00006939507227,958,0.0003258847021,630,0.0002143083114,"4,169",0.001418176747,"46,657",0.01587140141,"8,946",0.003043178022,"32,141",0.01093346577,"5,570",0.00189475761,
2013,MO,Missouri,433421,0.07170007462,6044917,26216,0.004336866825,369,0.00006104302177,2305,0.0003813121007,5486,0.0009075393426,18056,0.00298697236,189655,0.03137429348,38797,0.006418119554,134514,0.02225241471,16344,0.002703759208,
2014,MO,Missouri,408364,0.06734426955,6063827,26882,0.004433173968,404,0.00006662459203,2403,0.0003962843927,5592,0.0009221898976,18483,0.003048075085,176436,0.02909647653,35293,0.005820251798,124769,0.02057594981,16374,0.002700274925,
2015,MO,Missouri,410018,0.06747930122,6076204,30292,0.004985349406,503,0.00008278194741,2573,0.0004234551704,6383,0.001050491392,20833,0.003428620896,173788,0.0286014097,34029,0.005600371548,122749,0.02020159297,17010,0.00279944518,
2016,MO,Missouri,406646,0.06675985064,6091176,31720,0.005207532995,538,0.00008832448775,2557,0.0004197875747,6576,0.001079594482,22049,0.003619826451,170661,0.02801774239,31716,0.005206876308,120649,0.01980717681,18296,0.003003689271,
2017,MO,Missouri,411660,0.06739010433,6108612,32450,0.005312172389,599,0.00009805828231,2737,0.0004480559577,6362,0.001041480454,22752,0.003724577695,173380,0.02838287978,30086,0.004925177765,123356,0.02019378543,19938,0.003263916582,
2018,MO,Missouri,386788,0.06318389747,6121623,30696,0.005014356487,599,0.00009784986759,2935,0.0004794480157,5206,0.0008504280646,21956,0.003586630539,162698,0.02657759225,27345,0.004466952637,115506,0.01886852555,19847,0.00324211406,
2019,MO,Missouri,387806,0.0631557005,6140475,30680,0.004996356145,576,0.00009380381811,3019,0.0004916557758,4995,0.0008134549852,22090,0.003597441566,163223,0.0265814941,26617,0.004334680949,115324,0.0187809575,21282,0.003465855654,
2020,MO,Missouri,378166,0.06147493281,6151548,33385,0.005427089246,723,0.0001175313921,2661,0.0004325740448,4575,0.0007437152405,25426,0.004133268569,155698,0.02531037716,23300,0.003787664503,108209,0.01759053168,24189,0.003932180973,
2021,MO,Missouri,354280,0.05742142036,6169823,32348,0.005242938088,630,0.0001021098985,3466,0.0005617665207,3782,0.0006129835491,24470,0.003966078119,144792,0.02346777209,19255,0.003120835071,101171,0.01639771514,24366,0.003949221882,
2022,MO,Missouri,"353,972",0.0572959637,"6,177,957","30,541",0.004943543634,631,0.0001021373247,"3,222",0.0005215316325,"3,413",0.0005524480018,"23,275",0.003767426675,"146,445",0.02370443821,"18,566",0.003005200587,"97,580",0.01579486552,"30,299",0.004904372109,
2023,MO,Missouri,"316,486",0.05107779727,"6,196,156","28,419",0.00458655334,564,0.00009102417693,"2,877",0.0004643201365,"3,280",0.0005293604616,"21,698",0.003501848565,"129,824",0.02095234529,"15,563",0.002511718556,"84,604",0.0136542721,"29,657",0.004786354637,
2013,MT,Montana,58620,0.05776143404,1014864,2924,0.002881174226,23,0.00002266313516,467,0.0004601601791,217,0.0002138217535,2217,0.002184529159,26195,0.02581134024,4122,0.004061627962,20192,0.01989626196,1881,0.001853450315,
2014,MT,Montana,58168,0.05684621188,1023252,3361,0.003284625879,38,0.00003713650205,558,0.0005453202144,202,0.0001974098267,2563,0.002504759336,25525,0.02494497934,3639,0.00355630871,19826,0.01937548131,2060,0.002013189322,
2015,MT,Montana,62251,0.06031646986,1032073,3647,0.00353366477,38,0.00003681910097,572,0.000554224362,210,0.0002034739791,2827,0.002739147328,27276,0.02642836311,3887,0.00376620646,20966,0.0203144545,2423,0.002347702149,
2016,MT,Montana,64511,0.06211007302,1038656,3886,0.003741373467,37,0.0000356229589,598,0.0005757440384,268,0.0002580257564,2983,0.002871980714,28156,0.02710810894,3966,0.003818396081,21427,0.02062954433,2763,0.002660168525,
2017,MT,Montana,62462,0.05931306916,1053090,3937,0.003738521874,41,0.00003893304466,639,0.0006067857448,234,0.0002222032305,3023,0.002870599854,27294,0.02591801271,3623,0.003440351727,21073,0.02001063537,2598,0.00246702561,
2018,MT,Montana,61654,0.05812768405,1060665,4040,0.003808931189,37,0.00003488377574,569,0.0005364559027,270,0.0002545572825,3164,0.002983034229,26787,0.02525491083,3329,0.003138597012,20641,0.01946043284,2817,0.00265588098,
2019,MT,Montana,56802,0.0530798796,1070123,4472,0.004178958867,32,0.0000299031046,679,0.0006345065007,209,0.0001953046519,3552,0.00331924461,23929,0.02236098093,2968,0.002773512951,18547,0.01733165253,2414,0.002255815453,
2020,MT,Montana,55988,0.05181305913,1080577,5077,0.004698415754,54,0.0000499733013,598,0.0005534080403,279,0.0002581953901,4146,0.003836839022,22917,0.02120811381,2919,0.002701334565,17322,0.01603032454,2676,0.002476454709,
2021,MT,Montana,55292,0.04998250811,1106227,5197,0.004697950782,36,0.00003254304948,720,0.0006508609897,289,0.0002612483695,4152,0.003753298374,22449,0.02029330327,2736,0.002473271761,16674,0.01507285575,3039,0.00274717576,
2022,MT,Montana,"53,314",0.04748024477,"1,122,867","4,816",0.004289020872,52,0.00004631002603,652,0.0005806564802,269,0.000239565327,"3,843",0.003422489039,"21,841",0.01945110151,"2,281",0.002031407103,"17,020",0.01515762775,"2,540",0.002262066656,
2023,MT,Montana,"51,558",0.04551328905,"1,132,812","5,007",0.004419974365,32,0.00002824828833,616,0.0005437795504,273,0.0002409932098,"4,086",0.003606953316,"20,772",0.01833667016,"1,929",0.001702842131,"16,678",0.01472265477,"2,165",0.001911173257,
2013,NE,Nebraska,108913,0.0582743748,1868969,4949,0.002647983995,56,0.0000299630438,847,0.0004531910374,1035,0.0005537812559,3011,0.001611048658,49197,0.02632306903,8945,0.004786061192,35791,0.01915013037,4461,0.002386877471,
2014,NE,Nebraska,106099,0.05634632338,1882980,5201,0.002762111122,53,0.00002814687357,878,0.0004662821698,1044,0.0005544403021,3226,0.001713241776,47526,0.0252397795,7936,0.004214596013,35063,0.01862101562,4527,0.002404167862,
2015,NE,Nebraska,96176,0.05078560434,1893765,5167,0.002728427234,62,0.00003273901461,885,0.0004673230311,994,0.000524880331,3226,0.001703484857,42597,0.02249328718,6443,0.003402217276,32148,0.01697570712,4006,0.002115362783,
2016,NE,Nebraska,98529,0.05165068413,1907603,5661,0.002967598604,49,0.00002568668638,1108,0.0005808336431,946,0.0004959103126,3558,0.001865167962,43197,0.02264464881,6459,0.003385924639,32009,0.01677969682,4729,0.002479027345,
2017,NE,Nebraska,99670,0.0519771065,1917575,5979,0.0031180006,42,0.00002190266352,1191,0.0006210969584,1020,0.0005319218284,3726,0.001943079149,43856,0.02287055265,6513,0.003396477322,32064,0.01672111912,5279,0.002752956208,
2018,NE,Nebraska,91552,0.04754431574,1925614,5583,0.002899334965,44,0.00002284985464,1290,0.000669916193,736,0.0003822157504,3513,0.001824353167,40193,0.0208728229,5308,0.002756523374,29987,0.01557269525,4898,0.002543604274,
2019,NE,Nebraska,90880,0.04702543917,1932571,5887,0.003046201149,45,0.0000232850436,1284,0.0006643999108,795,0.0004113691036,3763,0.001947147091,39553,0.02046651844,4763,0.002464592504,29817,0.01542866989,4973,0.002573256041,
2020,NE,Nebraska,86928,0.0448648604,1937552,6473,0.003340813563,69,0.00003561194745,1163,0.0006002419548,799,0.0004123760291,4442,0.002292583631,36991,0.01909161664,4455,0.002299293129,27488,0.01418697408,5048,0.002605349431,
2021,NE,Nebraska,83080,0.04231103397,1963554,5831,0.0029696153,57,0.00002902899538,1204,0.0006131738674,623,0.0003172818267,3947,0.00201013061,35709,0.01818590169,3956,0.002014714136,27150,0.01382696885,4603,0.002344218697,
2022,NE,Nebraska,"85,730",0.04356369634,"1,967,923","5,602",0.002846656094,61,0.00003099714775,"1,125",0.0005716687086,575,0.0002921862288,"3,841",0.001951804009,"37,263",0.01893519208,"3,598",0.001828323568,"28,242",0.01435117126,"5,423",0.00275569725,
2023,NE,Nebraska,"87,278",0.0441159151,"1,978,379","4,545",0.002297335344,64,0.00003234971661,957,0.0004837293562,520,0.0002628414475,"3,004",0.001518414823,"39,094",0.01976062221,"3,353",0.001694821872,"27,490",0.01389521421,"8,251",0.004170586121,
2013,NV,Nevada,193220,0.06921741548,2791494,16888,0.006049807021,163,0.00005839167127,1482,0.0005308985081,5183,0.001856711854,10060,0.003603804988,79177,0.02836366476,23047,0.00825615244,46132,0.01652591766,9998,0.003581594659,
2014,NV,Nevada,186221,0.06561048747,2838281,18043,0.0063570168,170,0.00005989540852,1357,0.0004781062904,5954,0.002097748602,10562,0.003721266499,74574,0.02627435409,21924,0.007724393744,42466,0.01496187305,10184,0.003588087297,
2015,NV,Nevada,195742,0.06787740164,2883758,20118,0.006976313546,178,0.00006172501299,1688,0.0005853473142,6287,0.002180141329,11965,0.00414909989,77137,0.02674877712,22360,0.007753771294,43426,0.01505882255,11351,0.003936183272,
2016,NV,Nevada,192976,0.06565475457,2939254,19924,0.006778590758,228,0.00007757070331,1729,0.0005882445001,6338,0.002156329463,11629,0.003956446091,75922,0.02583036376,18816,0.006401624358,43949,0.01495243351,13157,0.004476305893,
2017,NV,Nevada,189966,0.06390986423,2972405,16663,0.005605898254,266,0.0000894898239,1896,0.0006378673162,4841,0.001628647509,9660,0.003249893605,78320,0.02634903386,20049,0.006745043155,45459,0.01529367633,12812,0.004310314375,
2018,NV,Nevada,181426,0.05992915896,3027341,16715,0.005521346951,202,0.0000667252219,2329,0.0007693219892,3862,0.001275706965,10322,0.003409592775,73998,0.02444323253,17741,0.005860258227,44341,0.01464684685,11916,0.003936127446,
2019,NV,Nevada,174724,0.05653087854,3090771,15334,0.00496122165,144,0.00004659031679,2155,0.0006972370324,3289,0.001064135777,9746,0.003153258524,72028,0.02330421762,15630,0.005056990634,45127,0.01460056407,11271,0.00364666292,
2020,NV,Nevada,149814,0.04773793368,3138259,14445,0.004602870573,180,0.00005735664265,1851,0.0005898174752,2785,0.000887434721,9629,0.003068261734,60462,0.01926609627,11574,0.003688032122,38332,0.0122144157,10556,0.003363648443,
2021,NV,Nevada,167656,0.05328499028,3146402,13592,0.004319854869,239,0.00007595977882,1924,0.0006114921107,2364,0.0007513343813,9065,0.002881068598,70236,0.02232264027,12783,0.004062735785,43850,0.01393655356,13603,0.004323350926,
2022,NV,Nevada,"181,642",0.05716017386,"3,177,772","14,597",0.00459346989,227,0.00007143369631,"1,924",0.0006054556463,"2,785",0.0008764001949,"9,661",0.003040180353,"76,224",0.02398661704,"13,971",0.004396476525,"46,582",0.01465869798,"15,671",0.004931442533,
2023,NV,Nevada,"187,418",0.05867491334,"3,194,176","13,313",0.004167898074,218,0.00006824921357,"1,582",0.0004952764031,"2,291",0.000717242882,"9,222",0.002887129576,"80,396",0.0251695586,"12,797",0.004006354064,"45,902",0.01437052936,"21,697",0.006792675169,
2013,NH,New Hampshire,67444,0.05099288078,1322616,2952,0.002231940336,21,0.00001587762434,778,0.0005882281781,645,0.0004876698906,1708,0.001291380113,30409,0.02299155613,5283,0.003994356639,24188,0.01828799894,938,0.0007092005541,
2014,NH,New Hampshire,57884,0.04358748069,1327996,2625,0.00197666258,16,0.00001204822906,596,0.0004487965325,544,0.0004096397881,1469,0.001106178031,26098,0.01965216763,4191,0.003155883,21051,0.01585170437,856,0.0006445802548,
2015,NH,New Hampshire,52758,0.03966435884,1330111,2692,0.002023891239,15,0.0000112772543,644,0.0004841701181,475,0.000357113053,1558,0.001171330814,23453,0.01763236301,3482,0.002617826633,19076,0.01434166021,895,0.0006728761735,
