year,state_abbr,state_name,total crimes,population,total crimes_per_population,violent_crime,violent_crime_per_pipulation,homicide,homicity_per_populaiton,rape,rape_per_population,robbery,robbery_per_population,aggravated_assault,,property_crime,property_crime_per_population,burglary,burglary_per_population,larceny,larceny_per_population,motor_vehicle_theft,motor_vehicle_theft_per_population,gdp,median_household_income,Bodycam_Policy,kills_per_million,treatment,dem_majority,dem_governor,white population,people of color percentage (population),people of color killed by police percentage
2014,LA,Louisiana,370350,4648990,0.07966246432,23983,0.005158754912,476,0.0001023878305,1382,0.0002972688692,5725,0.001231450272,16400,0.003527647941,161192,0.03467247725,38541,0.008290187761,113251,0.02436034494,9400,0.002021944551,240965,49462,0,4.95,0,0,0,3006440,0.3533133003,56.52173913
2015,LA,Louisiana,365820,4668960,0.07835149584,25202,0.00539777595,492,0.0001053767863,1733,0.000371174737,5561,0.001191057537,17416,0.003730166889,157708,0.03377797197,35457,0.007594196566,112520,0.02409958535,9731,0.002084190055,234324.2,51494,0,6.22,0,0,0,3016802,0.3538599602,60
2016,LA,Louisiana,361976,4686157,0.0772436775,26477,0.005650045442,555,0.0001184339321,1819,0.0003881645451,5575,0.001189674183,18528,0.003953772782,154511,0.03297179331,34689,0.007402440849,109492,0.02336498756,10330,0.002204364899,227440.3,53079,0,4.7,0,0,1,3021567,0.3552143046,63.63636364
2017,LA,Louisiana,366516,4670818,0.07846933878,25986,0.005563479459,576,0.0001233188705,1850,0.0003960762333,5385,0.001152902982,18175,0.003891181373,157272,0.03367118993,34135,0.007308141743,112042,0.02398766126,11095,0.002375386924,239830.7,55277,0,4.28,0,0,1,3011254,0.3553047882,75
2018,LA,Louisiana,356620,4659690,0.07653298825,25314,0.005432550234,533,0.0001143852917,2105,0.00045174679,4600,0.000987190135,18076,0.003879228017,152996,0.03283394389,31291,0.00671525359,110066,0.02362088465,11639,0.002497805648,256444.4,55602,0,3.86,0,0,0,3000309,0.3561140333,44.44444444
2019,LA,Louisiana,349002,4658285,0.0749207058,26072,0.005596909592,547,0.0001174251897,2282,0.0004898798592,4129,0.000886377712,19114,0.004103226831,148429,0.03186344331,27440,0.005890579902,110123,0.02364024528,10866,0.00233261812,257499,58924,0,4.52,0,0,1,2989864,0.3581620704,85.71428571
2020,LA,Louisiana,327386,4645318,0.07047655295,29704,0.006394395389,734,0.0001580085583,2136,0.0004598178209,3747,0.0008066186212,23087,0.004969950389,133989,0.02884388109,23698,0.005101480674,97891,0.02107304602,12400,0.002669354391,236216.3,61846,0,4.94,0,0,1,2996563,0.3549283386,65.2173913
2021,LA,Louisiana,295358,4627098,0.06383223351,30666,0.006627480118,907,0.0001960191896,1881,0.0004065182972,2778,0.000600376305,25100,0.005424566326,117013,0.02528863664,22887,0.004946296793,81029,0.01751184003,13097,0.002830499808,267263.6,64767,0,5.4,0,0,1,2977061,0.3566029939,60
2022,LA,Louisiana,"312,038","4,590,241",0.06797856583,"29,364",0.006397049741,758,0.0001651329418,"2,301",0.0005012808696,"3,108",0.0006770886322,"23,197",0.005053547297,"126,655",0.02759223317,"22,921",0.004993419735,"89,441",0.01948503357,"14,293",0.003113779865,298424.5,69543,0,4.8,0,0,1,2952015,0.3568932437,78.94736842
2023,LA,Louisiana,"290,726","4,573,749",0.06356404779,"25,065",0.005480187041,663,0.0001449576704,"2,157",0.0004716043666,"2,436",0.0005326046532,"19,809",0.004331020351,"120,298",0.02630183685,"20,443",0.00446963749,"82,592",0.01805783396,"17,263",0.003774365406,314988.6,73733,0,6.12,0,0,0,2939352,0.3573429587,66.66666667
2013,ME,Maine,64430,1328702,0.04849093326,1761,0.001325353616,24,0.00001806274093,495,0.0003725440317,335,0.0002521257588,907,0.0006826210843,30454,0.02292011301,6480,0.004876940051,23063,0.01735754142,911,0.0006856315412,54924.8,72483,0,3.77,0,0,0,1284851,0.03300288552,0
2014,ME,Maine,56250,1330256,0.042285094,1698,0.001276446037,21,0.00001578643509,484,0.0003638397421,304,0.0002285274413,889,0.0006682924189,26427,0.01986610096,5035,0.003784985747,20591,0.01547897548,801,0.0006021397385,56537.4,73971,0,4.51,0,0,0,1285455,0.03367847993,0
2015,ME,Maine,52174,1329453,0.03924471192,1726,0.001298278314,23,0.00001730034834,461,0.0003467591558,311,0.0002339307971,931,0.0007002880132,24361,0.01832407765,4694,0.003530775439,18853,0.01418102031,814,0.0006122818934,58755.8,75847,0,1.51,0,0,0,1282626,0.03522275703,0
2016,ME,Maine,47114,1330232,0.03541788199,1649,0.001239633387,20,0.00001503497134,413,0.0003104721582,268,0.000201468616,948,0.0007126576417,21908,0.01646930761,4001,0.003007746017,17131,0.0128782047,776,0.0005833568881,61092.2,78945,0,1.5,0,0,0,1283910,0.03482249713,50
2017,ME,Maine,43504,1335063,0.03258572816,1610,0.0012059356,23,0.00001722765143,470,0.0003520433118,249,0.0001865080524,868,0.0006501565844,20142,0.01508692848,3337,0.002499507514,16012,0.01199344151,793,0.0005939794601,63000.6,80776,0,7.49,0,0,0,1286127,0.03665445001,10
2018,ME,Maine,39402,1339057,0.02942518504,1500,0.001120191299,23,0.00001717626658,447,0.000333817007,228,0.0001702690774,802,0.0005989289478,18201,0.01359240122,2712,0.002025305868,14712,0.01098683626,777,0.0005802590928,66216,83242,0,2.24,0,1,0,1289391,0.0370902807,33.33333333
2019,ME,Maine,36706,1345770,0.02727509158,1562,0.001160673815,22,0.00001634751852,520,0.0003863958923,192,0.0001426692525,828,0.0006152611516,16791,0.01247687198,2360,0.001753642896,13705,0.01018376097,726,0.0005394681112,69708.7,86738,0,2.23,0,1,1,1293243,0.03903118661,33.33333333
2020,ME,Maine,34152,1350141,0.02529513584,1466,0.001085812519,22,0.00001629459442,486,0.0003599624039,170,0.000125912775,788,0.0005836427455,15610,0.0115617554,2009,0.001487992736,12739,0.00943531083,862,0.0006384518358,72077.1,88471,0,2.93,0,1,1,1311447,0.02865922892,0
2021,ME,Maine,34352,1377238,0.02494267512,1555,0.001129071373,20,0.00001452181831,522,0.0003790194578,161,0.0001169006374,852,0.0006186294598,15621,0.01134226619,1739,0.001262672102,12985,0.009428290535,897,0.000651303551,79193.9,90203,0,4.35,0,1,1,1323732,0.03885022051,33.33333333
2022,ME,Maine,"36,768","1,385,340",0.02654077699,"1,462",0.001055336596,30,0.00002165533371,455,0.0003284392279,140,0.000101058224,837,0.0006041838105,"16,922",0.0122150519,"1,615",0.001165778798,"14,310",0.01032959418,997,0.0007196789236,86493.3,94991,0,5.04,0,1,1,1331358,0.03896660748,14.28571429
2023,ME,Maine,"34,140","1,395,722",0.02446045846,"1,430",0.001024559332,60,0.00004298850344,423,0.0003030689493,163,0.0001167854343,784,0.000561716445,"15,640",0.0112056699,"1,538",0.001101938638,"13,000",0.009314175746,"1,102",0.0007895555132,93270,98678,0,4.3,0,1,1,1335164,0.04338829652,0
2013,MD,Maryland,372306,5938737,0.06269110755,28235,0.004754377909,384,0.00006466021311,1679,0.0002827200464,10048,0.001691942243,16124,0.002715055407,157918,0.02659117587,31950,0.005379931794,112551,0.01895200949,13417,0.002259234581,339895.8,66768,0,4.05,2,1,1,3707688,0.3756773536,66.66666667
2014,MD,Maryland,354314,5975346,0.05929598052,26767,0.004479573233,362,0.00006058226586,1632,0.0002731222594,9565,0.001600744124,15208,0.002545124584,150390,0.02516841703,28134,0.004708346596,109140,0.01826505109,13116,0.002195019334,351743.1,69160,0,3.53,2,1,1,3712893,0.378631296,90.47619048
2015,MD,Maryland,341464,5994983,0.05695829329,28185,0.00470143118,538,0.00008974170569,1717,0.0002864061499,10111,0.001686576926,15819,0.002638706398,142547,0.02377771547,26432,0.004409020009,102701,0.01713115784,13414,0.002237537621,367314.1,70628,0,3.34,2,0,0,3711502,0.3808986614,80
2016,MD,Maryland,337470,6024752,0.05601392389,29019,0.004816629797,536,0.00008896631762,1827,0.0003032489968,10815,0.001795094636,15841,0.002629319846,139716,0.02319033215,24832,0.004121663431,100995,0.01676334561,13889,0.002305323107,386496.4,75297,0,2.83,2,0,0,3706918,0.3847185743,70.58823529
2017,MD,Maryland,330052,6024891,0.054781406,30321,0.005032622167,558,0.00009261578342,1712,0.0002841545183,11189,0.001857129034,16862,0.002798722832,134705,0.02235808083,23526,0.003904800933,97657,0.01620892395,13522,0.002244355956,399714.5,77385,0,1.99,2,0,0,3703347,0.3853254773,58.33333333
2018,MD,Maryland,302550,6035802,0.05012589876,28330,0.0046936596,491,0.00008134793023,1991,0.0003298650287,9716,0.001609728086,16132,0.002672718555,122945,0.02036928978,18910,0.003132972221,91887,0.01522366042,12148,0.002012657142,410771.8,79835,0,2.32,2,1,0,3698196,0.3872900403,85.71428571
2019,MD,Maryland,291204,6054954,0.04809351153,27511,0.004543552271,545,0.00009000894144,1944,0.0003210594168,9215,0.001521894303,15807,0.00261058961,118091,0.01950320349,16872,0.002786478642,89938,0.01485362234,11281,0.001863102511,419391.6,85843,0,3.14,2,1,0,3691116,0.3903973507,63.15789474
2020,MD,Maryland,243404,6055802,0.0401935202,24215,0.003998644606,553,0.00009131738455,1732,0.0002860067089,7174,0.001184649036,14756,0.002436671476,97487,0.01609811549,15261,0.002520062578,71757,0.01184929758,10469,0.001728755332,413455.4,87744,0,2.59,2,1,0,3746353,0.3813613787,68.75
2021,MD,Maryland,241682,6174610,0.0391412575,26866,0.004351044034,680,0.000110128413,2196,0.0003556499925,7425,0.001202505097,16565,0.002682760531,93975,0.01521958472,13022,0.002108959108,69005,0.01117560461,11948,0.001935020997,447753.6,89645,0,3.72,2,1,0,3733598,0.3953305553,80.95238095
2022,MD,Maryland,"263,600","6,164,660",0.04275986024,"26,171",0.004245327398,604,0.00009797782846,"2,088",0.000338704811,"7,314",0.001186440128,"16,165",0.002622204631,"105,629",0.01713460272,"12,314",0.001997514867,"78,856",0.01279162192,"14,459",0.00234546593,484907.6,94488,0,1.95,2,1,0,3712740,0.3977380748,54.54545455
2023,MD,Maryland,"308,678","6,180,253",0.04994585173,"26,338",0.004261637833,515,0.00008332992193,"1,973",0.0003192425941,"8,079",0.001307228037,"15,771",0.002551837279,"128,001",0.02071128803,"11,487",0.001858661773,"82,682",0.01337841671,"33,832",0.005474209551,515607.3,99858,0,1.78,2,1,1,3707407,0.4001205129,62.5
2013,MA,Massachusetts,329076,6708874,0.04905085414,27264,0.004063871225,138,0.00002056977072,2303,0.000343276681,6705,0.0009994225559,18118,0.002700602217,137274,0.02046155584,30716,0.004578413606,97437,0.01452359964,9121,0.0013595426,452580.4,48273,0,1.79,0,1,1,5701252,0.1501924168,58.33333333
2014,MA,Massachusetts,304340,6755124,0.04505320702,26689,0.003950926734,133,0.00001968875775,2202,0.0003259747712,6077,0.0008996133898,18277,0.002705649815,125481,0.01857567678,24951,0.003693640561,92226,0.01365274716,8304,0.001229289055,469824.9,49847,0,0.74,0,1,1,5718593,0.1534436674,40
2015,MA,Massachusetts,282000,6784240,0.0415669257,26453,0.003899183991,131,0.00001930945839,2082,0.000306887728,5266,0.0007762107473,18974,0.002796776057,114547,0.01688427886,21826,0.003217162129,84676,0.01248128014,8045,0.001185836586,497767,51084,0,1.47,0,1,0,5722251,0.156537652,50
2016,MA,Massachusetts,264810,6823721,0.03880727245,25975,0.003806574155,135,0.00001978392727,2141,0.0003137584318,5365,0.0007862279246,18334,0.002686803871,106430,0.01559706207,19204,0.002814300292,79155,0.01159997602,8071,0.001182785756,514108,52491,0,1.91,0,1,0,5721690,0.1615000086,61.53846154
2017,MA,Massachusetts,244590,6863246,0.035637656,24318,0.003543221385,172,0.00002506102797,2199,0.0003204023286,4874,0.000710159595,17073,0.002487598434,97977,0.01427560662,16916,0.002464722961,73573,0.01071985472,7488,0.001091028939,530129.4,54909,0,0.73,0,1,0,5726068,0.1656909865,40
2018,MA,Massachusetts,222164,6882635,0.03227891643,23424,0.0034033477,138,0.00002005046033,2465,0.0003581477152,4084,0.0005933773911,16737,0.002431772134,87658,0.01273611052,14095,0.002047907524,66968,0.009729994399,6595,0.0009582085931,559605,56697,0,0.87,0,1,0,5726313,0.1680057129,0
2019,MA,Massachusetts,208122,6894883,0.03018499371,22662,0.003286785287,153,0.00002219036929,2244,0.0003254587496,3625,0.0005257522136,16640,0.002413383954,81399,0.01180571157,12323,0.001787267456,62944,0.00912908892,6132,0.0008893551928,588069.5,59584,0,0.73,0,1,1,5714720,0.171165051,100
2020,MA,Massachusetts,187780,6893574,0.02723986135,21288,0.003088093346,160,0.00002321002139,1851,0.000268510935,3015,0.0004373638406,16262,0.002359008549,72602,0.01053183733,10323,0.001497481568,55444,0.008042852662,6835,0.0009915031013,592653,61541,0,1,0,1,1,5777372,0.1619192019,16.66666667
2021,MA,Massachusetts,181922,6989690,0.02602719148,21043,0.003010577007,134,0.00001917109342,2056,0.000294147523,2616,0.0003742655254,16237,0.002322992865,69918,0.01000301873,9596,0.001372879198,53513,0.007655990466,6809,0.0009741490681,649511.4,63498,0,1.86,0,1,1,5753303,0.1768872439,36.36363636
2022,MA,Massachusetts,"195,354","6,981,974",0.02797976618,"22,636",0.003242063061,150,0.00002148389553,"2,073",0.0002969074362,"2,641",0.0003782597873,"17,772",0.002545411942,"75,041",0.01074782003,"9,991",0.001430970668,"58,082",0.008318850801,"6,968",0.0009979985603,695612.1,66986,0,0.72,0,1,1,5722466,0.1803942553,80
2023,MA,Massachusetts,"198,130","7,001,399",0.02829863003,"21,998",0.003141943489,146,0.00002085297524,"1,910",0.0002728026213,"2,560",0.0003656412097,"17,382",0.002482646682,"77,067",0.01100737153,"9,231",0.001318450784,"59,672",0.008522868073,"8,164",0.00116605267,736296.3,69183,0,1,0,1,1,5710852,0.1843270181,50
2013,MI,Michigan,549784,9898193,0.05554387553,44757,0.004521734422,625,0.00006314283829,6785,0.0006854786525,10093,0.001019681067,27254,0.002753431864,230135,0.02325020335,56256,0.005683461618,149794,0.01513346931,24085,0.002433272416,441470.8,60702,0,1.61,0,0,0,8130970,0.1785399618,68.75
2014,MI,Michigan,490494,9916306,0.0494633788,42555,0.004291416582,544,0.00005485913807,6364,0.0006417712402,8037,0.0008104832586,27610,0.002784302945,202692,0.02044027282,44328,0.004470213001,137142,0.01382994837,21222,0.002140111449,456123.5,61481,0,1.91,0,0,0,8135961,0.179537118,52.63157895
2015,MI,Michigan,465806,9917715,0.04696706852,41712,0.004205807487,585,0.00005898536104,6710,0.0006765671327,7818,0.0007882864148,26599,0.002681968578,191191,0.01927772677,40375,0.004070998209,132019,0.01331143313,18797,0.001895295439,479222.7,63488,0,1.81,0,0,0,8129018,0.1803537408,38.88888889
2016,MI,Michigan,472062,9933445,0.0475224859,45782,0.004608874363,612,0.00006161004566,7268,0.0007316696272,7123,0.0007170724759,30779,0.003098522215,190249,0.01915236859,39738,0.004000424827,130249,0.01311216803,20262,0.002039775727,494752.5,65599,0,1.61,0,0,0,8134313,0.1811186351,47.05882353
2017,MI,Michigan,449444,9976447,0.04505050746,44883,0.00449889625,569,0.00005703433296,7110,0.0007126785718,6508,0.000652336448,30696,0.003076846897,179839,0.01802635748,35833,0.003591759672,124410,0.01247037147,19596,0.001964226342,505101.5,68388,0,1.6,0,0,0,8144297,0.1836475451,62.5
2018,MI,Michigan,422724,9984072,0.0423398389,45176,0.004524807113,555,0.00005558854143,7901,0.000791360479,5638,0.0005646994533,31082,0.003113158639,166186,0.01664511233,31834,0.003188478609,116876,0.01170624571,17476,0.001750388018,525240.8,70315,0,2.2,0,0,0,8148167,0.1838833895,47.61904762
2019,MI,Michigan,404220,9984795,0.04048355525,43793,0.004385968866,576,0.00005768771417,7356,0.000736720183,5352,0.0005360150108,30509,0.003055545958,158317,0.01585580876,28574,0.002861751293,111900,0.0112070403,17843,0.00178701716,540237.3,74593,0,1.3,0,0,1,8144915,0.1842681798,30.76923077
2020,MI,Michigan,366548,9966555,0.03677780336,47641,0.004780087001,754,0.00007565302153,6065,0.0006085352461,4438,0.00044528927,36384,0.003650609463,135633,0.01360881468,23231,0.002330895681,94017,0.009433249503,18385,0.001844669497,529675.6,76157,0,1.69,0,0,1,8200019,0.1772464006,47.05882353
2021,MI,Michigan,372988,10037504,0.03715943725,49295,0.00491108148,761,0.00007581566095,6787,0.0006761641141,4039,0.0004023908733,37708,0.003756710832,137199,0.01366863714,20654,0.002057682866,94899,0.00945444206,21646,0.002156512217,575116.4,77720,0,2.79,0,0,1,8170721,0.1859807976,42.30769231
2022,MI,Michigan,"403,916","10,034,113",0.04025428057,"46,489",0.004633095123,697,0.00006946304073,"6,615",0.0006592510967,"3,683",0.0003670478895,"35,494",0.003537333096,"155,469",0.01549404516,"21,790",0.002171592048,"106,696",0.01063332653,"26,983",0.002689126582,627009.1,82338,0,2.19,0,1,1,8163516,0.1864237527,65
2023,MI,Michigan,"402,244","10,037,261",0.04007507626,"45,888",0.004571765146,591,0.00005888060498,"5,909",0.000588706421,"3,701",0.0003687260897,"35,687",0.00355545203,"155,234",0.01546577298,"20,598",0.002052153471,"106,397",0.01060020259,"28,239",0.002813416927,673818.1,85086,0,3.29,0,1,1,8161328,0.1868969034,56.25
2013,MN,Minnesota,287806,5422060,0.05308056348,12710,0.002344127509,114,0.0000210252192,2014,0.0003714455391,3674,0.0006776022397,6908,0.001274054511,131193,0.02419615423,22713,0.004188998277,100514,0.01853797265,7966,0.001469183299,311752.1,37963,0,2.03,0,1,1,4773086,0.1196914088,36.36363636
2014,MN,Minnesota,275764,5457125,0.05053283551,12505,0.002291499645,88,0.00001612570722,2001,0.0003666765925,3687,0.0006756304831,6729,0.001233066862,125377,0.02297491811,20773,0.003806583137,96237,0.01763511006,8367,0.001533224912,324701.5,39680,0,1.83,0,1,1,4787721,0.1226660558,33.33333333
2015,MN,Minnesota,270606,5482435,0.04935872473,13319,0.002429394968,133,0.00002425929354,2321,0.0004233520324,3771,0.0006878330523,7094,0.001293950589,121984,0.0222499674,19299,0.003520151174,94704,0.01727407621,7981,0.001455740013,336762,40593,0,2.55,0,1,1,4795478,0.12530144,35.71428571
2016,MN,Minnesota,262176,5525050,0.04745224025,13365,0.002418982634,101,0.00001828037755,2349,0.0004251545235,3730,0.0006751070126,7185,0.00130044072,117723,0.02130713749,18582,0.003363227482,90421,0.01636564375,8720,0.00157826626,345248.8,41754,0,2.53,0,1,1,4809603,0.1294914978,35.71428571
2017,MN,Minnesota,271550,5568155,0.04876839815,13345,0.002396664604,114,0.000020473568,2405,0.0004319204476,3627,0.0006513827291,7199,0.00129288786,122430,0.02198753447,18828,0.003381371388,93602,0.01681023607,10000,0.001795927017,354721.9,43529,0,1.8,0,1,1,4828246,0.1328822563,40
2018,MN,Minnesota,249178,5606249,0.04444647393,12403,0.00221235268,107,0.0000190858451,2475,0.0004414716507,2946,0.0005254850436,6875,0.001226310141,112186,0.02001088428,16206,0.002890702857,85849,0.0153130908,10131,0.001807090623,372439.2,44717,0,2.14,0,1,1,4845821,0.1356393553,41.66666667
2019,MN,Minnesota,262732,5640053,0.04658325019,13395,0.002374977682,127,0.0000225175189,2499,0.0004430809427,3155,0.0005593919064,7614,0.001349987314,117971,0.02091664741,16026,0.00284146266,90685,0.01607874961,11260,0.00199643514,384850.2,45792,0,2.31,0,0,1,4859412,0.1384102242,61.53846154
2020,MN,Minnesota,271820,5657342,0.04804729854,15698,0.002774801311,190,0.00003358467634,2211,0.0003908195757,3877,0.0006853041587,9420,0.001665092901,120212,0.02124884796,17370,0.003070346463,88696,0.01567803396,14146,0.002500467534,378746.6,47254,0,1.75,0,0,1,4899330,0.1339873036,20
2021,MN,Minnesota,268948,5711471,0.04708909491,17643,0.003089046587,203,0.00003554250735,2602,0.0004555744046,3999,0.0007001698862,10839,0.001897759789,116831,0.02045550087,14735,0.002579895792,87732,0.01536066628,14364,0.002514938796,416538.7,48716,0,2.45,0,0,1,4891107,0.1436344507,30.76923077
2022,MN,Minnesota,"258,428","5,717,184",0.04520197356,"16,195",0.002832688261,183,0.00003200876515,"2,426",0.0004243347774,"3,270",0.0005719599019,"10,316",0.001804384816,"113,019",0.01976829852,"12,312",0.002153507741,"84,169",0.01472210795,"16,538",0.002892682831,454992.8,52719,0,1.57,0,1,1,4869705,0.1482336409,33.33333333
2023,MN,Minnesota,"225,332","5,737,915",0.0392707107,"14,984",0.002611401528,180,0.00003137027997,"2,043",0.0003560526777,"2,782",0.0004848451049,"9,979",0.001739133466,"97,682",0.01702395382,"10,523",0.001833941423,"71,839",0.01252005302,"15,320",0.002669959384,483162.1,54203,0,1.39,0,1,1,4872787,0.1507739309,87.5
2013,MS,Mississippi,179702,2992206,0.06005669396,8303,0.002774875794,217,0.00007252174483,1024,0.0003422224272,2413,0.0008064284344,4649,0.001553703188,81548,0.02725347118,24969,0.008344679477,52192,0.01744264934,4387,0.001466142371,103042.6,46931,0,2.34,0,0,0,1816498,0.3929234819,85.71428571
2014,MS,Mississippi,190436,2993443,0.06361771378,8331,0.002783082892,259,0.00008652244255,1082,0.0003614566905,2405,0.0008034226808,4585,0.001531681078,86887,0.029025774,23898,0.007983449159,58515,0.01954772481,4474,0.001494600031,105219.5,48363,0,5.68,0,0,0,1813640,0.3941291015,58.82352941
2015,MS,Mississippi,187950,2989390,0.06287235857,8190,0.002739689368,253,0.00008463265081,1158,0.0003873699986,2312,0.0007734019315,4467,0.001494284787,85785,0.02869648992,25068,0.008385657275,56446,0.01888211307,4271,0.001428719572,106623.9,50238,0,4.68,0,0,0,1808654,0.3949755636,21.42857143
2016,MS,Mississippi,181864,2985415,0.06091749388,8411,0.00281736375,237,0.00007938594802,1282,0.0004294210353,2433,0.0008149620739,4459,0.001493594693,82521,0.02764138319,23489,0.007867917861,54725,0.01833078483,4307,0.001442680498,107795.4,51746,0,3.35,0,0,0,1805293,0.3952957964,50
2017,MS,Mississippi,180850,2989663,0.0604917678,7661,0.002562496174,190,0.00006355231342,658,0.000220091696,2492,0.0008335387634,4321,0.001445313402,82764,0.02768338773,22449,0.007508873074,55968,0.01872050462,4347,0.001454010034,110281.4,53578,0,5.69,0,0,0,1803361,0.3968012448,47.05882353
2018,MS,Mississippi,159260,2981020,0.05342466672,7929,0.002659827844,214,0.00007178750897,596,0.000199931567,1700,0.000570274604,5419,0.001817834164,71701,0.02405250552,20355,0.006828199744,46201,0.01549838646,5145,0.001725919316,113166.4,54478,0,5.03,0,0,0,1796135,0.3974763671,62.5
2019,MS,Mississippi,155012,2978227,0.05204841673,7779,0.002611956711,298,0.0001000595321,924,0.0003102517034,1620,0.0005439477918,4937,0.001657697684,69727,0.02341225165,18341,0.006158362005,45665,0.01533294809,5721,0.001920941553,116135.7,57409,0,9.41,0,0,0,1792535,0.3981200896,44.44444444
2020,MS,Mississippi,141978,2966786,0.04785582782,8638,0.002911568276,315,0.0001061755044,1148,0.0003869507272,1419,0.0004782953674,5756,0.001940146677,62351,0.02101634563,14488,0.004883399072,41780,0.0140825796,6083,0.002050366963,116709.4,59628,0,4.06,0,0,0,1776598,0.4011708293,50
2021,MS,Mississippi,124810,2949586,0.04231441294,7532,0.002553578706,274,0.00009289439264,1202,0.0004075148173,820,0.0002780051167,5236,0.001775164379,54873,0.01860362776,11851,0.004017851997,37367,0.01266855755,5655,0.001917218213,129944.7,61847,0,8.14,0,0,0,1771170,0.399519119,75
2022,MS,Mississippi,"116,638","2,940,057",0.03967201996,"7,172",0.002439408488,223,0.0000758488696,997,0.0003391090717,752,0.000255777354,"5,200",0.001768673192,"51,147",0.01739660149,"10,186",0.00346455868,"35,836",0.01218887933,"5,125",0.001743163483,142762.3,64811,0,5.44,0,0,0,1765671,0.3994432761,66.66666667
2023,MS,Mississippi,"105,236","2,939,690",0.03579833248,"5,961",0.002027764832,204,0.00006939507227,958,0.0003258847021,630,0.0002143083114,"4,169",0.001418176747,"46,657",0.01587140141,"8,946",0.003043178022,"32,141",0.01093346577,"5,570",0.00189475761,151146.7,68545,0,7.14,0,0,0,1765399,0.3994608275,59.09090909
2013,MO,Missouri,431742,6044917,0.0714223206,26216,0.004336866825,369,0.00006104302177,2305,0.0003813121007,5486,0.0009075393426,18056,0.00298697236,189655,0.03137429348,38797,0.006418119554,134514,0.02225241471,16344,0.002703759208,282659.7,46972,0,4.8,0,0,0,5169066,0.1448904923,60
2014,MO,Missouri,406636,6063827,0.067059301,26882,0.004433173968,404,0.00006662459203,2403,0.0003962843927,5592,0.0009221898976,18483,0.003048075085,176436,0.02909647653,35293,0.005820251798,124769,0.02057594981,16374,0.002700274925,289340.7,46328,0,4.29,0,0,0,5176809,0.1462802286,53.84615385
2015,MO,Missouri,408160,6076204,0.0671735182,30292,0.004985349406,503,0.00008278194741,2573,0.0004234551704,6383,0.001050491392,20833,0.003428620896,173788,0.0286014097,34029,0.005600371548,122749,0.02020159297,17010,0.00279944518,299597.7,49509,0,3.46,0,0,0,5184215,0.1468003708,38.0952381
2016,MO,Missouri,404762,6091176,0.06645055076,31720,0.005207532995,538,0.00008832448775,2557,0.0004197875747,6576,0.001079594482,22049,0.003619826451,170661,0.02801774239,31716,0.005206876308,120649,0.01980717681,18296,0.003003689271,304143.3,50027,0,3.61,0,0,0,5193340,0.1473994513,39.13043478
2017,MO,Missouri,411660,6108612,0.06739010433,32450,0.005312172389,599,0.00009805828231,2737,0.0004480559577,6362,0.001041480454,22752,0.003724577695,173380,0.02838287978,30086,0.004925177765,123356,0.02019378543,19938,0.003263916582,311273.8,53386,0,5.73,0,0,0,5204783,0.1479597984,42.85714286
2018,MO,Missouri,386788,6121623,0.06318389747,30696,0.005014356487,599,0.00009784986759,2935,0.0004794480157,5206,0.0008504280646,21956,0.003586630539,162698,0.02657759225,27345,0.004466952637,115506,0.01886852555,19847,0.00324211406,320451.6,55328,0,4.25,0,0,0,5213680,0.1483173662,57.69230769
2019,MO,Missouri,387806,6140475,0.0631557005,30680,0.004996356145,576,0.00009380381811,3019,0.0004916557758,4995,0.0008134549852,22090,0.003597441566,163223,0.0265814941,26617,0.004334680949,115324,0.0187809575,21282,0.003465855654,334750.2,57153,0,5.7,0,0,0,5222409,0.1495105835,57.14285714
2020,MO,Missouri,378166,6151548,0.06147493281,33385,0.005427089246,723,0.0001175313921,2661,0.0004325740448,4575,0.0007437152405,25426,0.004133268569,155698,0.02531037716,23300,0.003787664503,108209,0.01759053168,24189,0.003932180973,335285.1,60201,0,5.69,0,0,0,5227664,0.1501872374,56.25
2021,MO,Missouri,354280,6169823,0.05742142036,32348,0.005242938088,630,0.0001021098985,3466,0.0005617665207,3782,0.0006129835491,24470,0.003966078119,144792,0.02346777209,19255,0.003120835071,101171,0.01639771514,24366,0.003949221882,366441.5,63249,0,5.02,0,0,0,5240809,0.1505738495,35.48387097
2022,MO,Missouri,"353,972","6,177,957",0.0572959637,"30,541",0.004943543634,631,0.0001021373247,"3,222",0.0005215316325,"3,413",0.0005524480018,"23,275",0.003767426675,"146,445",0.02370443821,"18,566",0.003005200587,"97,580",0.01579486552,"30,299",0.004904372109,400265.1,67631,0,5.83,0,0,0,5247532,0.1506039942,39.39393939
2023,MO,Missouri,"316,486","6,196,156",0.05107779727,"28,419",0.00458655334,564,0.00009102417693,"2,877",0.0004643201365,"3,280",0.0005293604616,"21,698",0.003501848565,"129,824",0.02095234529,"15,563",0.002511718556,"84,604",0.0136542721,"29,657",0.004786354637,430114.4,70804,0,5,0,0,0,5262805,0.1506338769,33.33333333
2013,MT,Montana,58238,1014864,0.05738502893,2924,0.002881174226,23,0.00002266313516,467,0.0004601601791,217,0.0002138217535,2217,0.002184529159,26195,0.02581134024,4122,0.004061627962,20192,0.01989626196,1881,0.001853450315,43584,51440,0,6.91,0,0,1,931305,0.08233517003,28.57142857
