year,state_abbr,state_name,total crimes,population,total crimes_per_population,violent_crime,violent_crime_per_pipulation,homicide,homicity_per_populaiton,rape,rape_per_population,robbery,robbery_per_population,aggravated_assault,,property_crime,property_crime_per_population,burglary,burglary_per_population,larceny,larceny_per_population,motor_vehicle_theft,motor_vehicle_theft_per_population,gdp,median_household_income,Bodycam_Policy,kills_per_million,treatment,dem_majority,dem_governor,white population,people of color percentage (population),people of color killed by police percentage
2014,MT,Montana,57772,1023252,0.05645921044,3361,0.003284625879,38,0.00003713650205,558,0.0005453202144,202,0.0001974098267,2563,0.002504759336,25525,0.02494497934,3639,0.00355630871,19826,0.01937548131,2060,0.002013189322,45203.8,52686,0,5.87,0,0,1,938120,0.08319749192,50
2015,MT,Montana,61846,1032073,0.05992405576,3647,0.00353366477,38,0.00003681910097,572,0.000554224362,210,0.0002034739791,2827,0.002739147328,27276,0.02642836311,3887,0.00376620646,20966,0.0203144545,2423,0.002347702149,46542.4,54996,0,3.88,0,0,1,945516,0.08386712955,0
2016,MT,Montana,64084,1038656,0.06169896482,3886,0.003741373467,37,0.0000356229589,598,0.0005757440384,268,0.0002580257564,2983,0.002871980714,28156,0.02710810894,3966,0.003818396081,21427,0.02062954433,2763,0.002660168525,45859.4,56927,0,4.8,0,0,1,954304,0.08121264403,0
2017,MT,Montana,62462,1053090,0.05931306916,3937,0.003738521874,41,0.00003893304466,639,0.0006067857448,234,0.0002222032305,3023,0.002870599854,27294,0.02591801271,3623,0.003440351727,21073,0.02001063537,2598,0.00246702561,48470.5,59970,0,5.7,0,0,1,964352,0.08426440285,50
2018,MT,Montana,61654,1060665,0.05812768405,4040,0.003808931189,37,0.00003488377574,569,0.0005364559027,270,0.0002545572825,3164,0.002983034229,26787,0.02525491083,3329,0.003138597012,20641,0.01946043284,2817,0.00265588098,51152.1,59566,0,5.66,0,0,1,971851,0.08373426105,16.66666667
2019,MT,Montana,56802,1070123,0.0530798796,4472,0.004178958867,32,0.0000299031046,679,0.0006345065007,209,0.0001953046519,3552,0.00331924461,23929,0.02236098093,2968,0.002773512951,18547,0.01733165253,2414,0.002255815453,52715.6,63229,0,5.61,0,0,0,979267,0.08490238973,0
2020,MT,Montana,55988,1080577,0.05181305913,5077,0.004698415754,54,0.0000499733013,598,0.0005534080403,279,0.0002581953901,4146,0.003836839022,22917,0.02120811381,2919,0.002701334565,17322,0.01603032454,2676,0.002476454709,52958.8,65023,0,10.12,0,0,0,996247,0.07804163887,27.27272727
2021,MT,Montana,55292,1106227,0.04998250811,5197,0.004697950782,36,0.00003254304948,720,0.0006508609897,289,0.0002612483695,4152,0.003753298374,22449,0.02029330327,2736,0.002473271761,16674,0.01507285575,3039,0.00274717576,60399.7,66817,0,6.33,0,0,0,1013976,0.08339246827,42.85714286
2022,MT,Montana,"53,314","1,122,867",0.04748024477,"4,816",0.004289020872,52,0.00004631002603,652,0.0005806564802,269,0.000239565327,"3,843",0.003422489039,"21,841",0.01945110151,"2,281",0.002031407103,"17,020",0.01515762775,"2,540",0.002262066656,68702,69597,0,6.23,0,0,0,1029105,0.0835023204,42.85714286
2023,MT,Montana,"51,558","1,132,812",0.04551328905,"5,007",0.004419974365,32,0.00002824828833,616,0.0005437795504,273,0.0002409932098,"4,086",0.003606953316,"20,772",0.01833667016,"1,929",0.001702842131,"16,678",0.01472265477,"2,165",0.001911173257,73254.5,74590,0,7.06,0,0,0,1038070,0.08363435416,28.57142857
2013,NE,Nebraska,108292,1868969,0.05794210605,4949,0.002647983995,56,0.0000299630438,847,0.0004531910374,1035,0.0005537812559,3011,0.001611048658,49197,0.02632306903,8945,0.004786061192,35791,0.01915013037,4461,0.002386877471,107247,51230,0,2.68,0,0,0,1705734,0.08733959739,60
2014,NE,Nebraska,105454,1882980,0.05600378124,5201,0.002762111122,53,0.00002814687357,878,0.0004662821698,1044,0.0005544403021,3226,0.001713241776,47526,0.0252397795,7936,0.004214596013,35063,0.01862101562,4527,0.002404167862,112763.3,51450,0,3.19,0,0,0,1713569,0.08996962262,16.66666667
2015,NE,Nebraska,95528,1893765,0.05044342883,5167,0.002728427234,62,0.00003273901461,885,0.0004673230311,994,0.000524880331,3226,0.001703484857,42597,0.02249328718,6443,0.003402217276,32148,0.01697570712,4006,0.002115362783,117402.3,52431,0,4.76,0,0,0,1720481,0.09150237754,22.22222222
2016,NE,Nebraska,97716,1907603,0.05122449482,5661,0.002967598604,49,0.00002568668638,1108,0.0005808336431,946,0.0004959103126,3558,0.001865167962,43197,0.02264464881,6459,0.003385924639,32009,0.01677969682,4729,0.002479027345,119389.8,55180,0,4.2,0,0,0,1728385,0.09394931755,25
2017,NE,Nebraska,99670,1917575,0.0519771065,5979,0.0031180006,42,0.00002190266352,1191,0.0006210969584,1020,0.0005319218284,3726,0.001943079149,43856,0.02287055265,6513,0.003396477322,32064,0.01672111912,5279,0.002752956208,123219.9,58003,0,0.52,0,0,0,1734567,0.09543720585,100
2018,NE,Nebraska,91552,1925614,0.04754431574,5583,0.002899334965,44,0.00002284985464,1290,0.000669916193,736,0.0003822157504,3513,0.001824353167,40193,0.0208728229,5308,0.002756523374,29987,0.01557269525,4898,0.002543604274,127954.4,58646,0,0.52,0,0,0,1740277,0.09624826159,100
2019,NE,Nebraska,90880,1932571,0.04702543917,5887,0.003046201149,45,0.0000232850436,1284,0.0006643999108,795,0.0004113691036,3763,0.001947147091,39553,0.02046651844,4763,0.002464592504,29817,0.01542866989,4973,0.002573256041,132848.2,63276,0,3.1,0,0,0,1745490,0.09680420538,66.66666667
2020,NE,Nebraska,86928,1937552,0.0448648604,6473,0.003340813563,69,0.00003561194745,1163,0.0006002419548,799,0.0004123760291,4442,0.002292583631,36991,0.01909161664,4455,0.002299293129,27488,0.01418697408,5048,0.002605349431,135149.4,64775,0,2.04,0,0,0,1767673,0.08767713073,50
2021,NE,Nebraska,83080,1963554,0.04231103397,5831,0.0029696153,57,0.00002902899538,1204,0.0006131738674,623,0.0003172818267,3947,0.00201013061,35709,0.01818590169,3956,0.002014714136,27150,0.01382696885,4603,0.002344218697,150836.1,66274,0,6.11,0,0,0,1766469,0.1003715711,20
2022,NE,Nebraska,"85,730","1,967,923",0.04356369634,"5,602",0.002846656094,61,0.00003099714775,"1,125",0.0005716687086,575,0.0002921862288,"3,841",0.001951804009,"37,263",0.01893519208,"3,598",0.001828323568,"28,242",0.01435117126,"5,423",0.00275569725,167480.2,72333,0,2.03,0,0,0,1767860,0.1016620061,25
2023,NE,Nebraska,"87,278","1,978,379",0.0441159151,"4,545",0.002297335344,64,0.00003234971661,957,0.0004837293562,520,0.0002628414475,"3,004",0.001518414823,"39,094",0.01976062221,"3,353",0.001694821872,"27,490",0.01389521421,"8,251",0.004170586121,181285,76364,0,2.53,0,0,0,1774152,0.1032294621,20
2013,NV,Nevada,192130,2791494,0.06882694356,16888,0.006049807021,163,0.00005839167127,1482,0.0005308985081,5183,0.001856711854,10060,0.003603804988,79177,0.02836366476,23047,0.00825615244,46132,0.01652591766,9998,0.003581594659,133592.5,64230,0,4.32,0,0,0,2223789,0.2033695935,33.33333333
2014,NV,Nevada,185234,2838281,0.06526274178,18043,0.0063570168,170,0.00005989540852,1357,0.0004781062904,5954,0.002097748602,10562,0.003721266499,74574,0.02627435409,21924,0.007724393744,42466,0.01496187305,10184,0.003588087297,136918.4,66532,0,7.81,0,0,0,2247468,0.2081587412,40.90909091
2015,NV,Nevada,194510,2883758,0.06745018133,20118,0.006976313546,178,0.00006172501299,1688,0.0005853473142,6287,0.002180141329,11965,0.00414909989,77137,0.02674877712,22360,0.007753771294,43426,0.01505882255,11351,0.003936183272,145786.8,70303,0,6.98,0,0,0,2275452,0.210942111,30
2016,NV,Nevada,191692,2939254,0.06521790903,19924,0.006778590758,228,0.00007757070331,1729,0.0005882445001,6338,0.002156329463,11629,0.003956446091,75922,0.02583036376,18816,0.006401624358,43949,0.01495243351,13157,0.004476305893,153318,70936,0,4.8,0,0,0,2303264,0.2163780333,69.23076923
2017,NV,Nevada,189966,2972405,0.06390986423,16663,0.005605898254,266,0.0000894898239,1896,0.0006378673162,4841,0.001628647509,9660,0.003249893605,78320,0.02634903386,20049,0.006745043155,45459,0.01529367633,12812,0.004310314375,163199.1,73381,0,5.72,0,0,0,2331656,0.2155658465,52.94117647
2018,NV,Nevada,181426,3027341,0.05992915896,16715,0.005521346951,202,0.0000667252219,2329,0.0007693219892,3862,0.001275706965,10322,0.003409592775,73998,0.02444323253,17741,0.005860258227,44341,0.01464684685,11916,0.003936127446,172547.9,74991,0,7.6,0,1,1,2366999,0.2181260717,69.56521739
2019,NV,Nevada,174724,3090771,0.05653087854,15334,0.00496122165,144,0.00004659031679,2155,0.0006972370324,3289,0.001064135777,9746,0.003153258524,72028,0.02330421762,15630,0.005056990634,45127,0.01460056407,11271,0.00364666292,184611.1,77933,0,4.22,0,1,1,2399257,0.2237351133,76.92307692
2020,NV,Nevada,149814,3138259,0.04773793368,14445,0.004602870573,180,0.00005735664265,1851,0.0005898174752,2785,0.000887434721,9629,0.003068261734,60462,0.01926609627,11574,0.003688032122,38332,0.0122144157,10556,0.003363648443,176296.3,83199,0,8.34,0,1,1,2409568,0.2321959405,42.30769231
2021,NV,Nevada,167656,3146402,0.05328499028,13592,0.004319854869,239,0.00007595977882,1924,0.0006114921107,2364,0.0007513343813,9065,0.002881068598,70236,0.02232264027,12783,0.004062735785,43850,0.01393655356,13603,0.004323350926,201705.7,88465,0,4.77,0,1,1,2420696,0.2306463065,50
2022,NV,Nevada,"181,642","3,177,772",0.05716017386,"14,597",0.00459346989,227,0.00007143369631,"1,924",0.0006054556463,"2,785",0.0008764001949,"9,661",0.003040180353,"76,224",0.02398661704,"13,971",0.004396476525,"46,582",0.01465869798,"15,671",0.004931442533,227320.6,89992,0,5.66,0,1,1,2425945,0.2365893462,52.94117647
2023,NV,Nevada,"187,418","3,194,176",0.05867491334,"13,313",0.004167898074,218,0.00006824921357,"1,582",0.0004952764031,"2,291",0.000717242882,"9,222",0.002887129576,"80,396",0.0251695586,"12,797",0.004006354064,"45,902",0.01437052936,"21,697",0.006792675169,245978.8,96838,0,6.89,0,1,1,2426509,0.2403333442,38.0952381
2013,NH,New Hampshire,66922,1322616,0.0505982084,2952,0.002231940336,21,0.00001587762434,778,0.0005882281781,645,0.0004876698906,1708,0.001291380113,30409,0.02299155613,5283,0.003994356639,24188,0.01828799894,938,0.0007092005541,70897.4,70165,0,2.26,0,1,1,1268603,0.04083800589,33.33333333
2014,NH,New Hampshire,57446,1327996,0.04325766041,2625,0.00197666258,16,0.00001204822906,596,0.0004487965325,544,0.0004096397881,1469,0.001106178031,26098,0.01965216763,4191,0.003155883,21051,0.01585170437,856,0.0006445802548,73455.1,71919,0,0.75,0,1,1,1273051,0.04137437161,0
2015,NH,New Hampshire,52290,1330111,0.0393125085,2692,0.002023891239,15,0.0000112772543,644,0.0004841701181,475,0.000357113053,1558,0.001171330814,23453,0.01763236301,3482,0.002617826633,19076,0.01434166021,895,0.0006728761735,77385.8,72222,0,2.99,0,1,1,1273523,0.04254381777,0
2016,NH,New Hampshire,45982,1335015,0.03444305869,2668,0.001998479418,19,0.00001423204983,609,0.0004561746497,431,0.0003228428145,1609,0.001205229904,20323,0.01522304993,2989,0.002238926154,16454,0.01232495515,880,0.0006591686236,79759.7,76126,0,1.49,0,1,1,1276890,0.04353883664,0
2017,NH,New Hampshire,42384,1349767,0.03140097513,2642,0.001957374865,13,0.000009631291919,619,0.0004585976691,441,0.0003267230566,1569,0.001162422848,18550,0.0137431127,2554,0.001892178428,15087,0.01117748471,909,0.0006734495657,81179.6,80088,0,2.22,0,1,0,1281719,0.05041462712,0
2018,NH,New Hampshire,39210,1353465,0.02897008789,2404,0.001776181874,21,0.00001551573184,578,0.0004270520479,342,0.0002526847757,1463,0.001080929318,17201,0.01270886207,1908,0.001409715065,14396,0.0106364036,897,0.000662743403,83859.4,81740,0,1.48,0,0,0,1284694,0.05081106641,0
2019,NH,New Hampshire,37408,1360783,0.02749005536,2152,0.001581442449,33,0.00002425074387,606,0.000445331842,327,0.0002403028257,1186,0.0008715570374,16552,0.01216358523,1783,0.00131027504,13826,0.01016032681,943,0.000692983378,87868.2,85751,0,1.47,0,0,0,1289306,0.05252637636,0
2020,NH,New Hampshire,34028,1366275,0.02490567419,2000,0.001463834148,12,0.000008783004886,542,0.000396699054,280,0.0002049367807,1166,0.000853415308,15014,0.01098900295,1412,0.001033466908,12558,0.009191414613,1044,0.000764121425,88527.7,87524,0,2.9,0,0,0,1304948,0.04488627838,0
2021,NH,New Hampshire,32392,1387505,0.02334550146,1800,0.001297292622,13,0.000009369335606,700,0.0005045026865,192,0.0001383778797,895,0.0006450427206,14396,0.01037545811,1023,0.0007372946404,12382,0.008923931806,991,0.0007142316604,99092.6,89296,0,1.44,0,0,0,1311797,0.0545641277,0
2022,NH,New Hampshire,"32,408","1,395,231",0.02322769491,"1,794",0.001285808587,27,0.00001935163425,580,0.0004157017727,225,0.0001612636187,962,0.0006894915609,"14,410",0.01032803887,"1,054",0.0007554304628,"12,410",0.008894584481,946,0.0006780239258,106488,96346,0,2.14,0,0,0,1320521,0.05354668868,0
2023,NH,New Hampshire,"27,932","1,402,054",0.01992219986,"1,503",0.001071998653,26,0.00001854422155,499,0.0003559064059,225,0.0001604788403,753,0.0005370691856,"12,463",0.008889101276,779,0.0005556134072,"10,848",0.007737219822,836,0.0005962680467,114100.8,99781,0,2.85,0,0,0,1322931,0.05643363237,0
2013,NJ,New Jersey,386764,8911502,0.04340054011,25748,0.002889299694,404,0.00004533466973,1189,0.000133423075,12084,0.001356000369,12071,0.00135454158,167634,0.01881097036,35883,0.004026593946,118005,0.0132418755,13746,0.001542500916,534212.1,43872,0,1.69,1,1,0,6663931,0.2522101213,86.66666667
2014,NJ,New Jersey,356528,8938844,0.03988524691,23319,0.002608726587,352,0.00003937869371,1280,0.0001431952499,10499,0.001174536663,11188,0.001251615981,154945,0.01733389687,31707,0.003547102959,111534,0.01247745234,11704,0.001309341566,543824.1,44803,0,1.58,1,1,0,6649591,0.2561016838,92.85714286
2015,NJ,New Jersey,337160,8935421,0.03773297307,22879,0.00256048372,363,0.00004062483458,1373,0.0001536581209,9729,0.001088812715,11414,0.001277388049,145701,0.01630600282,27960,0.00312911949,105963,0.01185875853,11778,0.001318124798,565807.7,45382,0,2.03,1,1,0,6629241,0.2580941625,55.55555556
2016,NJ,New Jersey,319746,8978416,0.0356127406,21861,0.002434839286,378,0.00004210096748,1454,0.0001619439331,8940,0.0009957212943,11089,0.001235073091,138012,0.01537153101,25229,0.002809961133,101459,0.01130032291,11324,0.001261246973,578651.4,46748,0,1.58,1,1,0,6610640,0.2637186782,71.42857143
2017,NJ,New Jersey,321380,8888543,0.03615665695,20604,0.002318040201,324,0.00003645141842,1505,0.0001693190886,7895,0.0008882220629,10880,0.001224047631,140086,0.01576028827,23891,0.002687842091,104025,0.0117032679,12170,0.001369178278,590086.7,46744,0,1.8,1,1,0,6598881,0.2575969987,86.66666667
2018,NJ,New Jersey,287382,8886025,0.03234089483,18536,0.002085972074,285,0.00003207283347,1424,0.0001602516311,6364,0.0007161807445,10463,0.001177466865,125155,0.01408447534,19232,0.00216429731,94886,0.01067811536,11037,0.001242062677,619340.2,47169,0,1.58,1,1,1,6584151,0.2590442858,64.28571429
2019,NJ,New Jersey,274038,8891258,0.03082106042,18382,0.00206742398,263,0.00002957961629,1537,0.0001728664268,5730,0.0006444532371,10852,0.0012205247,118637,0.01334310623,16399,0.001844395922,91902,0.01033622014,10336,0.001162490167,643317.7,51945,0,1.58,1,1,1,6563325,0.2618226802,69.23076923
2020,NJ,New Jersey,240456,8882371,0.02707115026,17353,0.001953645035,329,0.00003703965979,1277,0.0001437679196,4384,0.0004935619104,11363,0.001279275545,102875,0.0115819301,12983,0.00146165928,79614,0.00896314734,10278,0.001157123475,631552.3,52969,0,1.29,1,1,1,6804652,0.2339149085,72.72727273
2021,NJ,New Jersey,239648,9267961,0.02585768326,17003,0.001834599865,381,0.00004110936591,1517,0.0001636821735,4049,0.0004368814241,11056,0.001192926902,102821,0.01109424176,11529,0.001243962939,79052,0.008529599984,12240,0.001320678842,695443.2,53992,1,1.62,1,1,1,6780844,0.2683564378,63.63636364
2022,NJ,New Jersey,"306,852","9,261,699",0.03313128617,"20,185",0.002179405744,316,0.00003411900991,"1,647",0.0001778291434,"4,742",0.0005120010918,"13,480",0.001455456499,"133,241",0.01438623734,"14,136",0.001526285836,"103,933",0.01122180714,"15,172",0.001638144362,758288.7,59726,1,1.19,1,1,1,6747963,0.2714119731,80
2023,NJ,New Jersey,"323,868","9,290,841",0.03485884647,"20,564",0.002213362601,264,0.00002841508105,"1,660",0.0001786705854,"4,635",0.0004988784115,"14,005",0.001507398523,"141,370",0.01521606063,"14,382",0.00154797612,"109,269",0.01176093747,"17,719",0.001907147049,806665.2,62268,1,1.61,1,1,1,6741890,0.2743509441,63.63636364
2013,NM,New Mexico,183896,2086895,0.08811943102,12990,0.006224558495,123,0.00005893923748,1565,0.0007499179403,1832,0.0008778592119,9470,0.004537842105,78958,0.03783515702,21828,0.01045955834,51146,0.02450818081,5984,0.002867417862,88773.3,57369,0,8.6,1,1,1,1780160,0.1469815204,64.70588235
2014,NM,New Mexico,172684,2085567,0.08279954564,12465,0.005976791923,101,0.00004842807735,1481,0.0007101186392,2086,0.001000207617,8797,0.004218037589,73877,0.0354229809,18505,0.008872886846,49082,0.02353412765,6290,0.003015966401,92523.4,58878,0,8.61,1,1,1,1773765,0.1495046671,61.11111111
2015,NM,New Mexico,181768,2080328,0.08737468322,13672,0.006572040563,117,0.00005624113121,1663,0.0007993931726,2485,0.001194523171,9407,0.004521883088,77212,0.03711530105,17084,0.008212166543,51485,0.0247485012,8643,0.004154633308,90779.4,60850,0,9.57,1,1,1,1769088,0.1496110229,55
2016,NM,New Mexico,193030,2085432,0.09256115759,14585,0.006993754771,139,0.00006665285658,1527,0.0007322223885,2737,0.001312437903,10182,0.004882441624,81930,0.03928682402,17280,0.008286052962,52907,0.02536980347,11743,0.005630967588,90476,62909,0,10.52,1,1,1,1768289,0.1520754453,68.18181818
2017,NM,New Mexico,196330,2093395,0.09378545377,16300,0.007786394828,144,0.00006878778253,1244,0.0005942500102,3732,0.00178275003,11180,0.005340607004,81865,0.03910633206,17872,0.00853732812,52284,0.02497569737,11709,0.005593306567,93210.1,64894,0,10.52,1,1,1,1766024,0.1563828136,77.27272727
2018,NM,New Mexico,176718,2092741,0.08444332098,17637,0.008427703189,153,0.00007310985927,1302,0.0006221505671,2646,0.001264370507,13536,0.006468072255,70722,0.0337939573,16102,0.007694215385,44592,0.02130794016,10028,0.004791801757,98838.2,67844,0,10.03,1,1,1,1765038,0.1565903282,77.27272727
2019,NM,New Mexico,168092,2099634,0.08005776245,17302,0.008240483818,185,0.00008811059451,1355,0.0006453505706,2477,0.00117972942,13285,0.006327293233,66744,0.03178839741,14640,0.006972643804,42749,0.02036021516,9355,0.004455538441,103821,72108,0,10.02,1,1,1,1766432,0.1586952774,76.19047619
2020,NM,New Mexico,152504,2106319,0.07240308804,16393,0.007782771745,164,0.00007786095079,1170,0.0005554714172,2086,0.0009903533131,12973,0.006159086064,59859,0.02841877228,13665,0.006487621296,37188,0.01765544535,9006,0.004275705627,100656.4,73211,1,10.38,1,1,1,1772187,0.1586331415,82.60869565
2021,NM,New Mexico,152112,2116677,0.07186358618,17374,0.008208148905,273,0.0001289757483,1408,0.000665193603,2513,0.001187238299,13180,0.006226741255,58682,0.02772364418,12853,0.00607225382,35661,0.01684763429,10168,0.004803756076,112978.5,74314,1,13.23,1,1,1,1768751,0.1643736857,85.18518519
2022,NM,New Mexico,"158,626","2,113,344",0.0750592426,"16,416",0.007767784137,259,0.0001225545865,"1,176",0.0005564640683,"2,331",0.001102991278,"12,650",0.005985774204,"62,897",0.02976183716,"12,740",0.00602836074,"38,754",0.01833776233,"11,403",0.005395714091,128138.8,79557,1,15.14,1,1,1,1763072,0.165743012,80
2023,NM,New Mexico,"153,792","2,114,371",0.07273652543,"15,844",0.007493481513,244,0.0001154007504,"1,114",0.0005268706391,"1,542",0.0007292949061,"12,944",0.006121915217,"61,052",0.0288747812,"10,950",0.005178845151,"39,117",0.01850053751,"10,985",0.005195398537,135009.6,82095,1,11.35,1,1,1,1761377,0.1669498872,65.2173913
2013,NY,New York,872332,19695680,0.04429052462,77563,0.003938071699,644,0.00003269752555,3548,0.0001801410258,27241,0.001383095176,46130,0.002342137971,358603,0.01820719061,56444,0.002865806106,286676,0.01455527303,15483,0.0007861114722,1364632.9,45906,0,1.27,0,1,1,14285842,0.2746712985,76
2014,NY,New York,830170,19748858,0.04203635471,75972,0.003846905983,616,0.00003119167701,6025,0.0003050809318,24036,0.001217083033,45295,0.002293550341,339113,0.01717127137,50738,0.002569161214,272624,0.01380454505,15751,0.0007975651048,1434606.3,46556,0,0.97,0,1,1,14265254,0.2776668909,57.14285714
2015,NY,New York,784702,19747183,0.0397374147,75126,0.003804390733,613,0.00003104240235,6141,0.000310981065,23879,0.001209235768,44493,0.002253131497,317225,0.01606431662,44117,0.002234090807,257837,0.01305690032,15271,0.0007733254915,1498474.7,47830,0,1.17,0,1,1,14227550,0.2795149566,56.52173913
2016,NY,New York,759078,19836286,0.03826714336,74315,0.003746417046,629,0.00003170956499,6281,0.0003166419359,22310,0.00112470651,45095,0.002273359035,305224,0.01538715463,39850,0.002008944618,250990,0.01265307427,14384,0.0007251357437,1556830,50584,0,1.12,0,1,1,14173591,0.2854715343,59.09090909
2017,NY,New York,728272,19590719,0.0371743375,70746,0.003611199773,550,0.00002807451835,6297,0.0003214277128,20122,0.001027119015,43777,0.002234578527,293390,0.01497596898,34928,0.001782885049,245093,0.01251066896,13369,0.0006824149742,1624800.7,52752,0,0.92,0,1,1,14115302,0.2794903546,72.22222222
2018,NY,New York,700110,19530351,0.03584728201,68512,0.003507975868,562,0.00002877572451,6577,0.0003367579006,18191,0.0009314220722,43182,0.002211020171,281543,0.01441566514,31158,0.001595363033,237243,0.01214740073,13142,0.0006729013728,1710665.6,53855,0,0.97,0,1,1,14052138,0.2804974166,61.11111111
2019,NY,New York,680094,19463131,0.03494268214,70260,0.00360990223,565,0.00002902924509,6642,0.0003412606122,18165,0.0009333030744,44888,0.002306309298,269787,0.01386143884,28065,0.001441957103,228672,0.01174898324,13050,0.0006704984928,1787470.9,57341,0,1.44,0,1,1,13971815,0.2821393947,61.53846154
2020,NY,New York,686254,19336776,0.03548957696,70339,0.003637576398,808,0.00004178566272,5468,0.0002827772324,17525,0.0009063041326,46538,0.002406709371,272788,0.01410721208,32003,0.001655032876,221129,0.01143567056,19656,0.001016508647,1773369.8,59657,0,1.44,0,1,1,14322340,0.2593212023,59.25925926
2021,NY,New York,538570,19857492,0.02712175334,61227,0.003083319888,871,0.00004386253813,4920,0.0002477654278,18000,0.0009064588821,37436,0.001885233039,208058,0.01047755678,29702,0.001495757873,156745,0.007893494304,21611,0.001088304606,1923413.3,61972,0,1.46,0,1,1,14119230,0.2889721421,41.66666667
2022,NY,New York,"845,640","19,677,151",0.04297573363,"84,499",0.004294270039,802,0.00004075793289,"5,865",0.0002980614419,"21,932",0.00111459225,"55,900",0.002840858415,"338,321",0.01719359678,"31,809",0.001616544997,"279,770",0.01421801357,"26,742",0.001359038206,2052758.8,67481,0,1.42,0,1,1,13970011,0.2900389391,68
2023,NY,New York,"856,626","19,571,216",0.04376968708,"76,298",0.003898480299,595,0.00003040179006,"4,900",0.0002503676828,"20,578",0.001051442077,"50,225",0.002566268749,"352,015",0.01798636324,"29,905",0.001528009297,"286,473",0.01463746555,"35,637",0.00182088839,2172009.6,70804,0,1.74,0,1,1,13875095,0.29104584,56
2013,NC,North Carolina,678436,9848917,0.06888432505,33587,0.003410222667,463,0.00004701024488,2524,0.0002562718317,9275,0.0009417279077,21325,0.002165212683,305631,0.03103193986,90182,0.009156539749,201043,0.02041270121,14406,0.001462698894,460946.4,55759,0,3.05,0,0,0,7219335,0.2669919952,56.66666667
2014,NC,North Carolina,636432,9940387,0.06402487147,32718,0.003291421149,498,0.0000500986531,2432,0.0002446584826,8411,0.0008461441189,21377,0.002150519894,285498,0.02872101458,79266,0.007974136218,192609,0.01937640858,13623,0.001370469782,482295.7,59029,0,2.72,0,0,0,7267418,0.2688998929,55.55555556
2015,NC,North Carolina,621298,10035186,0.06191195659,34734,0.003461221347,517,0.00005151872621,2591,0.0002581915273,8821,0.0008790071255,22805,0.002272503968,275915,0.02749475695,74760,0.007449787179,187732,0.01870737623,13423,0.001337593543,508672.4,60557,0,2.39,0,0,0,7327023,0.2698667469,33.33333333
2016,NC,North Carolina,631064,10156689,0.06213284664,37767,0.003718436195,678,0.00006675403766,2847,0.0002803078838,9336,0.0009191971911,24906,0.002452177083,277765,0.02734798712,72082,0.00709699785,190377,0.01874400211,15306,0.001506987169,528284.3,60656,0,3.64,0,0,0,7402490,0.2711709495,48.64864865
2017,NC,North Carolina,607052,10270800,0.05910464618,38043,0.003703995794,622,0.00006056003427,1944,0.0001892744479,9884,0.0009623398372,25593,0.002491821474,265483,0.0258483273,65247,0.006352669704,184119,0.01792645169,16117,0.001569205904,546810.1,61843,0,2.24,0,0,0,7470046,0.2726909296,50
2018,NC,North Carolina,560606,10381615,0.05399988345,36980,0.00356206621,574,0.0000552900488,2633,0.000253621426,7573,0.0007294626125,26200,0.002523692123,243323,0.02343787551,57450,0.005533821087,169376,0.01631499531,16497,0.00158905912,568037.3,63837,0,2.89,0,0,0,7543588,0.2733704727,46.66666667
2019,NC,North Carolina,581816,10501384,0.05540374488,39773,0.003787405546,653,0.00006218227997,3364,0.0003203387287,7700,0.0007332366858,28056,0.002671647851,251135,0.02391446689,54033,0.005145321798,178332,0.01698176164,18770,0.001787383453,592449.6,64577,0,3.34,0,0,0,7612937,0.2750539357,48.57142857
2020,NC,North Carolina,560954,10600823,0.05291608019,44451,0.004193165002,852,0.00008037111836,2922,0.0002756389763,7340,0.0006923990713,33337,0.003144755836,236026,0.0222648751,49952,0.004712086977,165554,0.01561708935,20520,0.001935698766,600683.3,65548,0,3.54,0,0,0,7579580,0.2850007966,27.77777778
2021,NC,North Carolina,529710,10565885,0.05013399256,44328,0.004195389217,995,0.00009417100413,3295,0.0003118527222,5970,0.0005650260248,34068,0.003224339466,220527,0.02087160706,42437,0.004016416987,158194,0.01497214857,19896,0.001883041506,662147.1,66519,0,2.84,0,0,0,7651471,0.2758324551,33.33333333
2022,NC,North Carolina,"529,594","10,698,973",0.04949951738,"43,361",0.004052818901,871,0.00008140968297,"3,345",0.0003126468307,"5,850",0.0005467814528,"33,295",0.003111980935,"221,436",0.02069693979,"39,702",0.003710823459,"160,447",0.01499648611,"21,287",0.00198963022,728498.7,71970,0,3.55,0,0,0,7730335,0.2774694356,63.88888889
2023,NC,North Carolina,"532,290","10,835,491",0.04912467741,"42,408",0.003913805106,855,0.000078907361,"3,051",0.0002815746882,"5,617",0.0005183890605,"32,885",0.003034933996,"223,737",0.0206485336,"38,500",0.003553138478,"156,871",0.01447751652,"28,366",0.002617878599,788103.2,76525,0,3.55,0,0,0,7818190,0.2784646307,52.17391304
2022,NC,North Dakota,"35,744","779,261",0.04586909906,"2,226",0.002856552554,29,0.00003721474577,464,0.0005954359322,215,0.0002759024255,"1,518",0.001947999451,"15,646",0.02007799697,"2,806",0.00360084747,"10,836",0.01390548225,"2,004",0.002571667259,73780,65720,0,4.61,0,0,0,658562,0.1548890551,0
